,id,title,tokens,p2,p2_text,DIG_SUM,tokens_text,tokens_text_asc,tokens_text_desc
503,805337,"Lenovo ThinkPad X1 Carbon 3444 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 8 GB RAM - 180 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', '3444', 'core', '3667u', 'windows', 'windows', 'downgrade', 'vology']","{'x1', 'i7'}",i7 x1,3444,lenovo thinkpad carbon 3444 core 3667u windows windows downgrade vology,3444 3667u carbon core downgrade lenovo thinkpad vology windows windows,windows windows vology thinkpad lenovo downgrade core carbon 3667u 3444
504,960993,"3K Processor 7 Thinkserver 3320M Kids,7 TB with Helix - 3520 Laptop - Windows New Accessories RAID 64-bit +","['processor', 'thinkserver', '3320', 'kids,7', 'helix', '3520', 'laptop', 'windows', 'accessories', 'raid']",set(),,6840,"processor thinkserver 3320 kids,7 helix 3520 laptop windows accessories raid","3320 3520 accessories helix kids,7 laptop processor raid thinkserver windows","windows thinkserver raid processor laptop kids,7 helix accessories 3520 3320"
505,272868,Amazon.com Inch Toshiba 0416 Unit - Computer,"['amazon.com', 'inch', 'toshiba', '0416', 'unit', 'computer']",set(),,416,amazon.com inch toshiba 0416 unit computer,0416 amazon.com computer inch toshiba unit,unit toshiba inch computer amazon.com 0416
506,649701,"Lenovo EliteOne Edge HP - i5 Netbook - Laptops 750GB 15 Condition / Core Netbook,9 | - | Laptop Loaded 320 GB Tablet In 128","['lenovo', 'eliteone', 'edge', 'netbook', 'laptops', 'condition', 'core', 'netbook,9', 'laptop', 'loaded', 'tablet']",{'i5'},i5,0,"lenovo eliteone edge netbook laptops condition core netbook,9 laptop loaded tablet","condition core edge eliteone laptop laptops lenovo loaded netbook netbook,9 tablet","tablet netbook,9 netbook loaded lenovo laptops laptop eliteone edge core condition"
507,567790,"Lenovo Mini M73 6"" - (TruBrite) Atom Comparatif 3337U Solid 2.4Ghz Windows | Aspire C141015 15 Laptop 1600MHz Pro","['lenovo', 'mini', 'trubrite', 'atom', 'comparatif', '3337u', 'solid', '2.4ghz', 'windows', 'aspire', 'c141015', 'laptop', '1600mhz']","{'c141015', 'm73'}",c141015 m73,0,lenovo mini trubrite atom comparatif 3337u solid 2.4ghz windows aspire c141015 laptop 1600mhz,1600mhz 2.4ghz 3337u aspire atom c141015 comparatif laptop lenovo mini solid trubrite windows,windows trubrite solid mini lenovo laptop comparatif c141015 atom aspire 3337u 2.4ghz 1600mhz
508,469487,"5GB - Lenovo - Professional 4460S Ghz, LED Adapter | CF-53UALZZRM","['lenovo', 'professional', '4460s', 'adapter', 'cf-53ualzzrm']",set(),,0,lenovo professional 4460s adapter cf-53ualzzrm,4460s adapter cf-53ualzzrm lenovo professional,professional lenovo cf-53ualzzrm adapter 4460s
509,1223154,"MINIPRICE.CA GHZ R2 500GB 1"" WALMART.COM CORE 2 RAM LAPTOP MYGOFER.COM CA002LE64408WEREM 7 (4 AUSTRALIA PRO LAPTOP 128GB GB CARD FX LATITUDE","['miniprice.ca', 'walmart.com', 'core', 'laptop', 'mygofer.com', 'ca002le64408werem', 'australia', 'laptop', 'card', 'latitude']","{'r2', 'le64408', 'ca002'}",ca002 le64408 r2,0,miniprice.ca walmart.com core laptop mygofer.com ca002le64408werem australia laptop card latitude,australia ca002le64408werem card core laptop laptop latitude miniprice.ca mygofer.com walmart.com,walmart.com mygofer.com miniprice.ca latitude laptop laptop core card ca002le64408werem australia
510,395771,Amazon.com : Hp 15-d053cl Touchsmart Notebook 2.5ghz 3rd Generation Intel Core I3-3120m Processor 6gb Ddr3l Sdram (2 Dimm) 750gb 5400rpm Hard Drive : Computers & Accessories,"['amazon.com', 'd053cl', 'touchsmart', 'notebook', '2.5ghz', 'generation', 'intel', 'core', '3120', 'processor', 'ddr3l', 'sdram', 'dimm', '5400rpm', 'hard', 'drive', 'computers', 'accessories']","{'d053', 'i3', 'ddr3'}",d053 ddr3 i3,3120,amazon.com d053cl touchsmart notebook 2.5ghz generation intel core 3120 processor ddr3l sdram dimm 5400rpm hard drive computers accessories,2.5ghz 3120 5400rpm accessories amazon.com computers core d053cl ddr3l dimm drive generation hard intel notebook processor sdram touchsmart,touchsmart sdram processor notebook intel hard generation drive dimm ddr3l d053cl core computers amazon.com accessories 5400rpm 3120 2.5ghz
511,166396,"DELL 11 - CORE - LAPTOP 2.41 X2 CHEAP INCH | CORE 1GB HDD,WINDOWS 500GB / | RAM - 4","['dell', 'core', 'laptop', '2.41', 'cheap', 'inch', 'core', 'windows']",{'x2'},x2,0,dell core laptop 2.41 cheap inch core windows,2.41 cheap core core dell inch laptop windows,windows laptop inch dell core core cheap 2.41
512,1034750,"- INSPIRON WEBCAM CORE 128 MEMORY, - | GB 3320M 4GB XT2 WINDOWS PRODUCT LAPTOP I3542-6666BK COMPUTER ENVY 11 LED TOSHIBA","['inspiron', 'webcam', 'core', 'memory', '3320', 'windows', 'product', 'laptop', 'i3542', '6666bk', 'computer', 'envy', 'toshiba']","{'xt2', 'i3542'}",i3542 xt2,3320,inspiron webcam core memory 3320 windows product laptop i3542 6666bk computer envy toshiba,3320 6666bk computer core envy i3542 inspiron laptop memory product toshiba webcam windows,windows webcam toshiba product memory laptop inspiron i3542 envy core computer 6666bk 3320
513,1174020,"Dell Dynamics 2.5"" 171 7 Notebook w 8GB Laptop 4GB Wifi Os Ainol Buy - - 500 V /","['dell', 'dynamics', 'notebook', 'laptop', 'wifi', 'ainol']",set(),,0,dell dynamics notebook laptop wifi ainol,ainol dell dynamics laptop notebook wifi,wifi notebook laptop dynamics dell ainol
514,453128,"Lenovo ThinkPad X230 2325 - 12.5"" - Core i5 3360M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2325', '12.5', 'core', '3360', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5685,lenovo thinkpad x230 2325 12.5 core 3360 windows vology,12.5 2325 3360 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3360 2325 12.5
515,690701,ASUS - ALIENWARE 7 - DUAL 2 I7 6GB COMPUTERS 8 DUAL CORE PRO 1 DVD WINDOWS BUY,"['asus', 'alienware', 'dual', 'computers', 'dual', 'core', 'windows']",{'i7'},i7,0,asus alienware dual computers dual core windows,alienware asus computers core dual dual windows,windows dual dual core computers asus alienware
516,150031,"Amazon.com : Acer Aspire E1-572-6870 15.6 Inch Laptop Intel i5 4200U 1.6GHz Processor, 4GB Ram, 500GB Hard Drive, Windows 8 (Clarinet Black) : Laptop Computers : Computers & Accessories","['amazon.com', 'acer', 'aspire', '6870', '15.6', 'inch', 'laptop', 'intel', '4200u', '1.6ghz', 'processor', 'hard', 'drive', 'windows', 'clarinet', 'black', 'laptop', 'computers', 'computers', 'accessories']","{'i5', 'e1'}",e1 i5,6870,amazon.com acer aspire 6870 15.6 inch laptop intel 4200u 1.6ghz processor hard drive windows clarinet black laptop computers computers accessories,1.6ghz 15.6 4200u 6870 accessories acer amazon.com aspire black clarinet computers computers drive hard inch intel laptop laptop processor windows,windows processor laptop laptop intel inch hard drive computers computers clarinet black aspire amazon.com acer accessories 6870 4200u 15.6 1.6ghz
517,182801,dell laptop x305 30 yoga 6 350 pentium gb case win8,"['dell', 'laptop', 'x305', 'yoga', 'pentium', 'case', 'win8']","{'win8', 'x305'}",win8 x305,0,dell laptop x305 yoga pentium case win8,case dell laptop pentium win8 x305 yoga,yoga x305 win8 pentium laptop dell case
518,543254,"80GB I3542-6000BK S5381 PRODUCT 15.6"" RAM - VOLOGY 4800 RAM - POWER - BEST WEBCAM,ANDROID DDR3, ALIBABA.COM I5 8 WIN TESTER,MINI :","['i3542', '6000bk', 's5381', 'product', '15.6', 'vology', '4800', 'power', 'best', 'webcam', 'android', 'ddr3', 'alibaba.com', 'tester', 'mini']","{'ddr3', 'i5', 'i3542', 's5381'}",ddr3 i3542 i5 s5381,4800,i3542 6000bk s5381 product 15.6 vology 4800 power best webcam android ddr3 alibaba.com tester mini,15.6 4800 6000bk alibaba.com android best ddr3 i3542 mini power product s5381 tester vology webcam,webcam vology tester s5381 product power mini i3542 ddr3 best android alibaba.com 6000bk 4800 15.6
519,428569,"HP THINKPAD APPLE Q200E-BSI3T08 - 11.6"" P8400 | - DUAL-CORE 8540P HDD I7 HDD MEMORY 32GB 1.90 SSD,","['thinkpad', 'apple', 'q200e', 'bsi3t08', '11.6', 'p8400', 'dual', 'core', '8540p', 'memory', '1.90']","{'q200', 'p8400', 't08', 'i7', 'bsi3'}",bsi3 i7 p8400 q200 t08,0,thinkpad apple q200e bsi3t08 11.6 p8400 dual core 8540p memory 1.90,1.90 11.6 8540p apple bsi3t08 core dual memory p8400 q200e thinkpad,thinkpad q200e p8400 memory dual core bsi3t08 apple 8540p 11.6 1.90
520,43547,"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i5 3427U - Windows 8 Pro 64-bit - 8 GB RAM - 256 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', '3460', 'core', '3427u', 'windows', 'vology']","{'x1', 'i5'}",i5 x1,3460,lenovo thinkpad carbon 3460 core 3427u windows vology,3427u 3460 carbon core lenovo thinkpad vology windows,windows vology thinkpad lenovo core carbon 3460 3427u
521,1165852,core : solar - dell g1-i5-4300u-4gb-180gb core note pro accessories 8gb 1007u 300gb acer 800 inkjet pc,"['core', 'solar', 'dell', '4300u-4gb-180', 'core', 'note', 'accessories', '1007u', 'acer', 'inkjet']","{'i5', 'g1'}",g1 i5,0,core solar dell 4300u-4gb-180 core note accessories 1007u acer inkjet,1007u 4300u-4gb-180 accessories acer core core dell inkjet note solar,solar note inkjet dell core core acer accessories 4300u-4gb-180 1007u
522,535067,"Lenovo ThinkPad X220 4291 - 12.5"" - Core i5 2540M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x220', '4291', '12.5', 'core', '2540', 'windows', 'vology']","{'i5', 'x220'}",i5 x220,6831,lenovo thinkpad x220 4291 12.5 core 2540 windows vology,12.5 2540 4291 core lenovo thinkpad vology windows x220,x220 windows vology thinkpad lenovo core 4291 2540 12.5
523,977442,"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2324', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5644,lenovo thinkpad x230 2324 12.5 core 3320 windows vology,12.5 2324 3320 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3320 2324 12.5
524,2602,"Lenovo - T420s 15 Convertible Laptop Cheap eBay (HS) I7 - Cortex UK NQ0023 yr No 8 Product 7 Android eBay Japan,Used Laptops - LED (ID:160541124) Computers NVIDIA, SSD 16 Computers","['lenovo', 't420s', 'convertible', 'laptop', 'cheap', 'ebay', 'cortex', 'nq0023', 'product', 'android', 'ebay', 'japan', 'laptops', 'id:160541124', 'computers', 'nvidia', 'computers']","{'t420', 'nq0023', 'i7'}",i7 nq0023 t420,0,lenovo t420s convertible laptop cheap ebay cortex nq0023 product android ebay japan laptops id:160541124 computers nvidia computers,android cheap computers computers convertible cortex ebay ebay id:160541124 japan laptop laptops lenovo nq0023 nvidia product t420s,t420s product nvidia nq0023 lenovo laptops laptop japan id:160541124 ebay ebay cortex convertible computers computers cheap android
525,928300,"HP B8J91AW EliteBook 2170P 11.6"" Notebook - Vology","['b8j91aw', 'elitebook', '2170p', '11.6', 'notebook', 'vology']","{'b8', 'j91'}",b8 j91,0,b8j91aw elitebook 2170p 11.6 notebook vology,11.6 2170p b8j91aw elitebook notebook vology,vology notebook elitebook b8j91aw 2170p 11.6
526,469554,lenovo 3tb b731dn x201t laptop students notebook 26 4900mq windows 2gb computers gb four phone alibaba.com ebay pro ram - and gb - (0b47069) professional) gb 3840x2160 - windows :,"['lenovo', 'b731dn', 'x201', 'laptop', 'students', 'notebook', '4900mq', 'windows', 'computers', 'phone', 'alibaba.com', 'ebay', '0b47069', 'professional', '3840x2160', 'windows']","{'b47069', 'b731', 'x201', 'x2160'}",b47069 b731 x201 x2160,0,lenovo b731dn x201 laptop students notebook 4900mq windows computers phone alibaba.com ebay 0b47069 professional 3840x2160 windows,0b47069 3840x2160 4900mq alibaba.com b731dn computers ebay laptop lenovo notebook phone professional students windows windows x201,x201 windows windows students professional phone notebook lenovo laptop ebay computers b731dn alibaba.com 4900mq 3840x2160 0b47069
527,739890,"HP CF-53JALBYLM Inch L520 4"" RGB Core 2 - DVD Intel","['cf-53jalbylm', 'inch', 'l520', 'core', 'intel']",{'l520'},l520,0,cf-53jalbylm inch l520 core intel,cf-53jalbylm core inch intel l520,l520 intel inch core cf-53jalbylm
528,657978,"Lenovo ThinkPad X220 4291 - 12.5"" - Vology","['lenovo', 'thinkpad', 'x220', '4291', '12.5', 'vology']",{'x220'},x220,4291,lenovo thinkpad x220 4291 12.5 vology,12.5 4291 lenovo thinkpad vology x220,x220 vology thinkpad lenovo 4291 12.5
529,1116734,"HD 15.6"" 6"" LENOVO BAYS BUY FHD AS5749-6413 BUY HDD GB 1 ASUS 3217U - CF-31XBLFHLM TB -","['15.6', 'lenovo', 'bays', 'as5749', '6413', 'asus', '3217u', 'cf-31xblfhlm']",{'as5749'},as5749,6413,15.6 lenovo bays as5749 6413 asus 3217u cf-31xblfhlm,15.6 3217u 6413 as5749 asus bays cf-31xblfhlm lenovo,lenovo cf-31xblfhlm bays asus as5749 6413 3217u 15.6
530,797248,"& u6h58e t420s | - hdd, - | 8gb 1 ram panasonic | | & ultrabook xp 7 (ips) 4"" china,slim","['u6h58e', 't420s', 'panasonic', 'ultrabook', 'china', 'slim']","{'u6', 't420', 'h58'}",h58 t420 u6,0,u6h58e t420s panasonic ultrabook china slim,china panasonic slim t420s u6h58e ultrabook,ultrabook u6h58e t420s slim panasonic china
531,592450,HP ThinkPad 1615 LED LED - Cortex en Dual - i7 WIN7-H 64-bit RW Schenker Pro on on,"['thinkpad', '1615', 'cortex', 'dual', 'win7', 'schenker']","{'win7', 'i7'}",i7 win7,1615,thinkpad 1615 cortex dual win7 schenker,1615 cortex dual schenker thinkpad win7,win7 thinkpad schenker dual cortex 1615
532,59990,"Original ThinkPad 13 Pc 15.6"" 15 - Lts 3.4 1TB i5 Windows LCD GHz Condition / Product Core i5-4200U - - 128","['original', 'thinkpad', '15.6', 'windows', 'condition', 'product', 'core', '4200u']",{'i5'},i5,0,original thinkpad 15.6 windows condition product core 4200u,15.6 4200u condition core original product thinkpad windows,windows thinkpad product original core condition 4200u 15.6
533,174679,HP Satellite T510 With Book - 20A80045US 1 7inch series Techbuy Windows No eBay Buy 1.9GHz Tablet Printer 886541790958 1 8gb,"['satellite', 't510', 'book', '20a80045us', '7inch', 'series', 'techbuy', 'windows', 'ebay', '1.9ghz', 'tablet', 'printer', '886541790958']","{'t510', 'a80045'}",a80045 t510,886541790958,satellite t510 book 20a80045us 7inch series techbuy windows ebay 1.9ghz tablet printer 886541790958,1.9ghz 20a80045us 7inch 886541790958 book ebay printer satellite series t510 tablet techbuy windows,windows techbuy tablet t510 series satellite printer ebay book 886541790958 7inch 20a80045us 1.9ghz
534,715352,"4600 500 product in usb 15.6"" ebay switch catalog.com gb 500gb computer laptop intel rugged - on & price xps 64-bit 6ghz on -... vology : hp supersonic 64-bit c5k47us#aba /","['4600', 'product', '15.6', 'ebay', 'switch', 'catalog.com', 'computer', 'laptop', 'intel', 'rugged', 'price', '6ghz', 'vology', 'supersonic', 'c5k47us#aba']","{'c5', 'k47'}",c5 k47,4600,4600 product 15.6 ebay switch catalog.com computer laptop intel rugged price 6ghz vology supersonic c5k47us#aba,15.6 4600 6ghz c5k47us#aba catalog.com computer ebay intel laptop price product rugged supersonic switch vology,vology switch supersonic rugged product price laptop intel ebay computer catalog.com c5k47us#aba 6ghz 4600 15.6
535,420447,Inch Laptops Lenovo ATG Overstock.com on Touch 14 â 2 XP Mini Type - 64-bit Form Price GTX770M SSD 2GB Inch Accelerator GHz Radeon Ddr3-1600/pc3-12800 HD (ID:162342789),"['inch', 'laptops', 'lenovo', 'overstock.com', 'touch', 'mini', 'type', 'form', 'price', 'gtx770', 'inch', 'accelerator', 'radeon', 'ddr3', '1600', '12800', 'id:162342789']","{'ddr3', 'gtx770', 'pc3'}",ddr3 gtx770 pc3,14400,inch laptops lenovo overstock.com touch mini type form price gtx770 inch accelerator radeon ddr3 1600 12800 id:162342789,12800 1600 accelerator ddr3 form gtx770 id:162342789 inch inch laptops lenovo mini overstock.com price radeon touch type,type touch radeon price overstock.com mini lenovo laptops inch inch id:162342789 gtx770 form ddr3 accelerator 1600 12800
536,207461,"Lenovo ThinkPad X220 4290 - 12.5"" - Vology","['lenovo', 'thinkpad', 'x220', '4290', '12.5', 'vology']",{'x220'},x220,4290,lenovo thinkpad x220 4290 12.5 vology,12.5 4290 lenovo thinkpad vology x220,x220 vology thinkpad lenovo 4290 12.5
537,641641,"Dell 2000 Windows 14"" - 6'' 640GB Laptops 500GB Buy eBay - (Ice | Notebook HP 4GB /","['dell', '2000', 'windows', 'laptops', 'ebay', 'notebook']",set(),,2000,dell 2000 windows laptops ebay notebook,2000 dell ebay laptops notebook windows,windows notebook laptops ebay dell 2000
538,526962,"2TB DELL - DELL DT.GESAA.001 PC,ANDROID 160GB - QUAD-CORE I7 USB 20C50052US 2 - 3110M 64-BIT | | SSD HDD ANDROID BY","['dell', 'dell', 'dt.gesaa.001', 'android', 'quad', 'core', '20c50052us', '3110', 'android']","{'c50052', 'i7'}",c50052 i7,3110,dell dell dt.gesaa.001 android quad core 20c50052us 3110 android,20c50052us 3110 android android core dell dell dt.gesaa.001 quad,quad dt.gesaa.001 dell dell core android android 3110 20c50052us
539,297597,Amazon.com : & 3737 | 034 -,"['amazon.com', '3737']",set(),,3737,amazon.com 3737,3737 amazon.com,amazon.com 3737
540,174724,Amazon.com X200MA Core Aspire Black Laptop Duo,"['amazon.com', 'x200ma', 'core', 'aspire', 'black', 'laptop']",{'x200'},x200,0,amazon.com x200ma core aspire black laptop,amazon.com aspire black core laptop x200ma,x200ma laptop core black aspire amazon.com
541,199300,Panasonic Compaq 5532 GT70 C2D monochrome Laptop Core 3.1 3320M IPS I7 | - eBay - 4 RW WiFi 0816909107302,"['panasonic', 'compaq', '5532', 'gt70', 'monochrome', 'laptop', 'core', '3320', 'ebay', 'wifi', '0816909107302']","{'gt70', 'i7', 'c2'}",c2 gt70 i7,816909116154,panasonic compaq 5532 gt70 monochrome laptop core 3320 ebay wifi 0816909107302,0816909107302 3320 5532 compaq core ebay gt70 laptop monochrome panasonic wifi,wifi panasonic monochrome laptop gt70 ebay core compaq 5532 3320 0816909107302
542,51871,i7 Latitude L440 | MK1 Laptop Core GB 3340M Supply WiFi - 128SSD | 4 Antivirus HP -,"['latitude', 'l440', 'laptop', 'core', '3340', 'supply', 'wifi', '128ssd', 'antivirus']","{'l440', 'i7', 'mk1'}",i7 l440 mk1,3340,latitude l440 laptop core 3340 supply wifi 128ssd antivirus,128ssd 3340 antivirus core l440 laptop latitude supply wifi,wifi supply latitude laptop l440 core antivirus 3340 128ssd
543,338594,"Panasonic 8460p Latitude 5 Intel 17 PC Accessories Notebook 60GHz - Warranty 143 30GB Tablet eBay 128GB SoftwareCity.ca GB 8GB Alibaba,Dell GB -","['panasonic', '8460p', 'latitude', 'intel', 'accessories', 'notebook', '60ghz', 'warranty', 'tablet', 'ebay', 'softwarecity.ca', 'alibaba', 'dell']",set(),,0,panasonic 8460p latitude intel accessories notebook 60ghz warranty tablet ebay softwarecity.ca alibaba dell,60ghz 8460p accessories alibaba dell ebay intel latitude notebook panasonic softwarecity.ca tablet warranty,warranty tablet softwarecity.ca panasonic notebook latitude intel ebay dell alibaba accessories 8460p 60ghz
544,371364,"dell 6"" alienware server desktop 4ghz (sabertooth-z97-mark1) k02ca - - 20c6003kza dvdrw 887942721275 i5 cheap gb - ebay gb | | 500 - - computer - & gb","['dell', 'alienware', 'server', 'desktop', '4ghz', 'sabertooth', 'mark1', 'k02ca', '20c6003kza', 'dvdrw', '887942721275', 'cheap', 'ebay', 'computer']","{'z97', 'i5', 'c6003', 'mark1', 'k02'}",c6003 i5 k02 mark1 z97,887942721275,dell alienware server desktop 4ghz sabertooth mark1 k02ca 20c6003kza dvdrw 887942721275 cheap ebay computer,20c6003kza 4ghz 887942721275 alienware cheap computer dell desktop dvdrw ebay k02ca mark1 sabertooth server,server sabertooth mark1 k02ca ebay dvdrw desktop dell computer cheap alienware 887942721275 4ghz 20c6003kza
545,592549,Amazon.com : Acer Aspire V3-111P-43BC 11.6-Inch Touchscreen Laptop (Cool Silver) : Computers & Accessories,"['amazon.com', 'acer', 'aspire', '111p-43bc', '11.6', 'inch', 'touchscreen', 'laptop', 'cool', 'silver', 'computers', 'accessories']",{'v3'},v3,0,amazon.com acer aspire 111p-43bc 11.6 inch touchscreen laptop cool silver computers accessories,11.6 111p-43bc accessories acer amazon.com aspire computers cool inch laptop silver touchscreen,touchscreen silver laptop inch cool computers aspire amazon.com acer accessories 111p-43bc 11.6
546,961197,"New : - BH91T With i3 4GB Core 2 4X70G78061 - 1.9 8 eBay 4 500 Black) Windows 14"" 128 plus eBay GB - Computers 300 R4,790.00 Alibaba.com DVDRW, : -","['bh91', 'core', '4x70g78061', 'ebay', 'black', 'windows', 'plus', 'ebay', 'computers', 'r4,790.00', 'alibaba.com', 'dvdrw']","{'r4', 'x70', 'bh91', 'g78061', 'i3'}",bh91 g78061 i3 r4 x70,0,"bh91 core 4x70g78061 ebay black windows plus ebay computers r4,790.00 alibaba.com dvdrw","4x70g78061 alibaba.com bh91 black computers core dvdrw ebay ebay plus r4,790.00 windows","windows r4,790.00 plus ebay ebay dvdrw core computers black bh91 alibaba.com 4x70g78061"
547,912047,Lenovo CF 20AQ006HUS + - Intel CF-53SALZARM 256GB 4GB 4GB 4GB 15.6inch VERSION) 500HD | 64GBSSD eBay Black eBay,"['lenovo', '20aq006hus', 'intel', 'cf-53salzarm', '15.6inch', 'version', '500hd', '64gbssd', 'ebay', 'black', 'ebay']",{'aq006'},aq006,0,lenovo 20aq006hus intel cf-53salzarm 15.6inch version 500hd 64gbssd ebay black ebay,15.6inch 20aq006hus 500hd 64gbssd black cf-53salzarm ebay ebay intel lenovo version,version lenovo intel ebay ebay cf-53salzarm black 64gbssd 500hd 20aq006hus 15.6inch
548,1125042,"14 Student - i7 2 15.6"" Base Intel DVD - Multi-Touch Computers Buy 4G Navigation+android eBay 6630M 8 on","['student', '15.6', 'base', 'intel', 'multi', 'touch', 'computers', 'navigation+android', 'ebay', '6630']",{'i7'},i7,6630,student 15.6 base intel multi touch computers navigation+android ebay 6630,15.6 6630 base computers ebay intel multi navigation+android student touch,touch student navigation+android multi intel ebay computers base 6630 15.6
549,690871,"hp ibm 39,6cm computer | gaming ebay core i7 8 4gb xp ram 7 - wifi","['39,6', 'computer', 'gaming', 'ebay', 'core', 'wifi']",{'i7'},i7,0,"39,6 computer gaming ebay core wifi","39,6 computer core ebay gaming wifi","wifi gaming ebay core computer 39,6"
550,936634,"Dell A1181 Edge ZBook 6271 and HP Ultrabook/Tablet i7 3320M 4500U Windows MyGofer.com to 64-bit 6 With India,China 128","['dell', 'a1181', 'edge', 'zbook', '6271', 'ultrabook', 'tablet', '3320', '4500u', 'windows', 'mygofer.com', 'india', 'china']","{'a1181', 'i7'}",a1181 i7,9591,dell a1181 edge zbook 6271 ultrabook tablet 3320 4500u windows mygofer.com india china,3320 4500u 6271 a1181 china dell edge india mygofer.com tablet ultrabook windows zbook,zbook windows ultrabook tablet mygofer.com india edge dell china a1181 6271 4500u 3320
551,985790,Amazon.com : - ThinkPad Core 20AM009QUS 2 11 with TopEndElectronics Intel Win - GENERAL Linux 15 -,"['amazon.com', 'thinkpad', 'core', '20am009qus', 'topendelectronics', 'intel', 'general', 'linux']",{'am009'},am009,0,amazon.com thinkpad core 20am009qus topendelectronics intel general linux,20am009qus amazon.com core general intel linux thinkpad topendelectronics,topendelectronics thinkpad linux intel general core amazon.com 20am009qus
552,903879,"3.5"" el81 1 19 - 0b47325 64-bit - i5 $349 working mini pro & blu buy 4 w8 netbook,dropship 8","['el81', '0b47325', 'working', 'mini', 'netbook', 'dropship']","{'i5', 'el81', 'w8', 'b47325'}",b47325 el81 i5 w8,0,el81 0b47325 working mini netbook dropship,0b47325 dropship el81 mini netbook working,working netbook mini el81 dropship 0b47325
553,871124,"HP IdeaPad TC4400 High 3347 4800QM 1 Android,Mini FHD RAM - GB 80gb GHz Windows eBay LT | Screen 7 HDD New RAM 6 HDD 8GB Vga T300LADH51T - SSD","['ideapad', 'tc4400', 'high', '3347', '4800qm', 'android', 'mini', 'windows', 'ebay', 'screen', 't300ladh51']","{'ladh51', 't300', 'tc4400'}",ladh51 t300 tc4400,3347,ideapad tc4400 high 3347 4800qm android mini windows ebay screen t300ladh51,3347 4800qm android ebay high ideapad mini screen t300ladh51 tc4400 windows,windows tc4400 t300ladh51 screen mini ideapad high ebay android 4800qm 3347
554,723674,"Acer Aspire V3-572-78S3 15.6"" Notebook Computer, Intel Core i7-4510U 2GHz, 8GB RAM, 1TB HDD, Windows 8.1, Platinum Silver","['acer', 'aspire', '78s3', '15.6', 'notebook', 'computer', 'intel', 'core', '4510u', '2ghz', 'windows', 'platinum', 'silver']","{'s3', 'v3', 'i7'}",i7 s3 v3,0,acer aspire 78s3 15.6 notebook computer intel core 4510u 2ghz windows platinum silver,15.6 2ghz 4510u 78s3 acer aspire computer core intel notebook platinum silver windows,windows silver platinum notebook intel core computer aspire acer 78s3 4510u 2ghz 15.6
555,707293,HP HP MacBook Intel RAM Core 67GHz Processor - | 1.80 Windows Ruby Generation Win GHz Android Dock X i3 Laptop Female Top - Computers Computers Series Magnesium,"['macbook', 'intel', 'core', '67ghz', 'processor', '1.80', 'windows', 'ruby', 'generation', 'android', 'dock', 'laptop', 'female', 'computers', 'computers', 'series', 'magnesium']",{'i3'},i3,0,macbook intel core 67ghz processor 1.80 windows ruby generation android dock laptop female computers computers series magnesium,1.80 67ghz android computers computers core dock female generation intel laptop macbook magnesium processor ruby series windows,windows series ruby processor magnesium macbook laptop intel generation female dock core computers computers android 67ghz 1.80
556,281313,"Lenovo Latitude Price Opteron Office 80GB Duo A8-6500B Celeron (IPS) Intel (1920X1080), 2017 NVIDIA Hard","['lenovo', 'latitude', 'price', 'opteron', 'office', '6500b', 'celeron', 'intel', '1920x1080', '2017', 'nvidia', 'hard']","{'a8', 'x1080'}",a8 x1080,2017,lenovo latitude price opteron office 6500b celeron intel 1920x1080 2017 nvidia hard,1920x1080 2017 6500b celeron hard intel latitude lenovo nvidia office opteron price,price opteron office nvidia lenovo latitude intel hard celeron 6500b 2017 1920x1080
557,183014,"14"" NOTEBOOK,7 S30 | LAPTOP : UPGRADE ASUS RAM - DVDRW IN CORE DVDRW GAMING THINKPAD COMPUTERS 6GB 2356 7 : GB - TILT GT730M WINDOWS","['notebook,7', 'laptop', 'upgrade', 'asus', 'dvdrw', 'core', 'dvdrw', 'gaming', 'thinkpad', 'computers', '2356', 'tilt', 'gt730', 'windows']","{'s30', 'gt730'}",gt730 s30,2356,"notebook,7 laptop upgrade asus dvdrw core dvdrw gaming thinkpad computers 2356 tilt gt730 windows","2356 asus computers core dvdrw dvdrw gaming gt730 laptop notebook,7 thinkpad tilt upgrade windows","windows upgrade tilt thinkpad notebook,7 laptop gt730 gaming dvdrw dvdrw core computers asus 2356"
