"name","price","brand","category","description","name_2","price_2","brand_2","category_2","description_2"
"Sandisk SDHC 8 Gb | SD (secure digital) | Memorie | Foto De Angelis","7.3","nan","nan","nan","Sandisk SDHC 8GB SDHC-Speicherkarte","7.99","Sandisk","nan","nan"
"Toshiba EXCERIA SDHC 32 GB UHS-I (U3 - up to 95MB/s read) Flash Memory Card: Toshiba","29.42","nan","nan","nan","TOSHIBA - scheda di memoria microSDHC 32GB - Exceria&nbsp;NERO","29.0","nan","nan","nan"
"Tesco direct: Lexar JumpDrive S70 16GB USB Memory Flash Drive - (Burgundy) Small Blister","21.41","nan","nan","nan","Lexar JumpDrive S70 16Go USB 2.0 Gris - LJDS70-16GABEU","12.99","nan","nan","nan"
"64GB SDHC UHS-II Card","117.0","nan","nan","nan","Memoria Transcend SDXC 64GB Clase 10 UHS-II U3 Ultimate","127.99","nan","nan","nan"
"SONY SF8U, SD Full Size SD Speicherkarte, 8 GB, 90 MB/s","8.99","nan","nan","nan","SONY SD SERIE U 8GB R90 CL 10 PERFORMANCE","16.9","nan","nan","nan"
"Lexar P20 128Go USB 3.0 JumpDrive - LJDP20-128CRBEU","87.85","nan","nan","nan","Lexar JumpDrive P20 128GB - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan"
"INTENSO Premium Line USB-Stick","8.99","nan","nan","nan","Memoria USB - Intenso -  8GB USB 3.0 (3.1 Gen 1) Tipo A Plata","9.0","Intenso","nan","nan"
"KINGSTON USB N401 USB SDXC - GB 95MB/S MICROSDHC (UHS-I,","68.99","Kingston","nan","Offrez","Kingston microSDHC USB N401 SDXC GB 95MB/s microSDHC (UHS-I,","44.99","Kingston","nan","Offrez"
"SanDisk Standard SDHC 8 GB Memory Card (Label May Change),SanDisk,SDSDB-008G-B35,B009HQG4G2,Computer_Components,Drives and Mass Storage,SD HC,SDHC,8Gb,8 Gig,Memory,Memory,Card,SanDisk,ScanDisk,SDSDB,SDSDB8192,8192,SDSDB8192E,8192E,E,SDSDB8192E11,8192E11,E11,Secure Digital,SecureDigital,SD,","nan","nan","nan","nan","Tarjeta de Memoria SANDISK SDHC 8GB","4.99","nan","nan","nan"
"Tesco direct: Lexar JumpDrive S70 16GB USB Memory Flash Drive - (Burgundy) Small Blister","21.41","nan","nan","nan","Memoria USB Lexar JumpDrive S70 16GB Pendrive en Fnac.es","nan","nan","nan","nan"
"Toshiba Scheda di Memoria SDXC 128GB, Exceria, 90MB/s, Classe 10, U3","nan","nan","nan","nan","Toshiba Exceria N302 SDXC kort 128 GB - Minneskort till kamera","699.0","nan","nan","nan"
"Toshiba Exceria Pro N302 SDXC 128GB UHS-I U3 Speicherkarte (bis zu 90MB/Sek. lesen)","53.93","nan","nan","nan","Toshiba EXCERIA N302 N302 SDXC 128GB 128GB SDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 10, 90 MB/s, UHS-I, 24 mm)","45.31","nan","nan","nan"
"Sandisk microSDHC (4GB)","5.99","Sandisk","nan","nan","Sandisk Carte mémoire microSDHC - 4 Go","nan","nan","nan","nan"
"INTENSO Premium Line, USB-Stick, USB 3.0, 64 GB","29.99","nan","nan","nan","INTENSO Premium Line USB-Stick","29.99","nan","nan","nan"
"Lexar P20 32Go USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR MEDIA INC,LJDP20-32GCRBEU,drive,flash,lexar,usb","42.91","nan","nan","nan","Lexar JumpDrive P20 32GB - Pendrive / Memoria USB ASdiscount Lexar","75.61","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis."
"PNY Attaché 4 USB-2.0-Stick 8GB schwarz","6.99","nan","nan","nan","PNY Clé USB 2.0 Attaché 4 Standard 8 Go - Noir,PNY,FD8GBATT4-EF,clé usb 8 go,clé usb 8 go fantaisie,clé usb 8 go originale,clé usb 8 go pas cher,clé usb 8 go verbatim,clé usb 8 go sandisk,clé usb 8 go kingston,clé usb 8 go lexar,clé usb 8 go emtec,clé usb 8 go légo,légo,clef usb 8 go,clef usb 8 go fantaisie,clef usb 8 go originale,clef usb 8 go sandisk,clef usb 8 go verbatim,clef usb 8 go kingston,clef usb 8 go emtec,clé usb 3.0,clé usb 3.0 8 go,clef usb 3.0 8 go,clef usb 8 go 3.0,clé usb 8 go 3.0,clé usb 2.0,clé usb 2.0 8 go,cle usb,cle usb utilisation,clè usb,clès usb,cle usb windows,cléf usb,cles usb 8go,clefs usb,clé usb 8go,clé usb sandisk,clée usb,clé usb pas chère,clé usb emetec,clé usb 8 go,clé usb 8gb,usb,usb 2.0,clé usb corsair,usb key,cle usb pas cheres,clé usb pny,clé usb 8 giga,clé usb transcend,clé usb retractable,memory stick,stockage usb,cléusb,cle usb 8 g,sandisk extreme,clef usb pas cher,clé usb 8g,usb clé,meilleur clé usb,sandisk ultra,clé usb 8 go pas cher,emtec clé usb,clé usb windows 7,sandisk cruzer blade,usb flash,mémoire flash usb,clé usb 2.0,clé usb go,flash disk,sandisk cruzer fit,verbatim clé usb,meilleure clé usb,clé usb intégral,clé usb stockage,clé usb ultra rapide,clé usb 8,stockage clé usb,clé pc,pny clé usb,usb 8go,usb clef,pny usb,clé usb 8gb,clé usb emtec 8go,clé usb toshiba,clé usb 8 go,clé usb 8 go,clé usb flash drive,usb sandisk,sandisk usb,sandisk clé usb,clé de 8,clef usb 8go,clé usb petite capacité,usb 8 go","7.78","nan","nan","nan"
"Kingston DataTraveler DT101G2 32 GB USB-Stick USB 2.0 lila [Amazon Frustfreie Verpackung],Kingston,DT101G2/32GB","23.25","nan","nan","nan","Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601)","28.36","nan","nan","nan"
"Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go","66.54","Accessoires","nan","nan","Carte Mémoire microSDHC SanDisk Ultra Plus 32 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD","19.99","nan","nan","nan"
"Pendrive Lexar JumpDrive S25 USB 3.0 64 GB","23.9","Lexar","nan","nan","Lexar JumpDrive S25  Memoria USB 3.0  64 GB violeta en Fnac.es","34.99","nan","nan","nan"
"Karta pami?ci TOSHIBA N302 SDHC 128GB THN","279.0","Karta","nan","nan","Toshiba Scheda di Memoria SDXC 128GB, Exceria, 90MB/s, Classe 10, U3","nan","nan","nan","nan"
"Tesco direct: Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card","36.65","nan","nan","nan","Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4","21.99","nan","nan","nan"
"Kingston - carte mémoire flash - 16 Go - microSDHC UHS-I","nan","nan","nan","nan","Tesco direct: Kingston 16 GB microSDHC","13.11","nan","nan","nan"
"Kingston HyperX Savage 512GB USB 3.0","949.0","nan","nan","nan","Kingston HyperX Savage - USB-Flash-Laufwerk - 512 GB - USB 3.1 -","309.0","nan","nan","nan"
"Toshiba THN-M401S0160E2 16 GB EXCERIA PRO M401 MicroSD Card","13.01","nan","nan","nan","TOSHIBA EXCERIA PRO M401, 16 GB","24.95","nan","nan","nan"
"Memoria Toshiba Exceria SDXC Class 10 UHS-I Class 3 64GB","33.99","Toshiba","nan","nan","Toshiba Exceria SDHC 64GB (bis zu 95MB/s lesen) Speicherkarte schwarz","48.29","nan","nan","nan"
"Kingston DataTraveler 101 Gen2 16GB (czarny)","29.99","nan","nan","nan","Tesco direct: Kingston 16GB Data Traveler USB Card","17.0","nan","nan","nan"
"Lexar 8GB JumpDrive V10 8GB USB 2.0 Tipo-A Blu unità flash USB","8.99","nan","nan","nan","Pendrive Lexar JumpDrive C20c USB 3.1 128 GB con cable plata/negro/rojo","97.9","Lexar","nan","nan"
"Toshiba Exceria Pro N101 32GB SD Memory Card 260 MB/s - THN-N101K0320E6","62.84","nan","nan","nan","Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II","nan","nan","nan","nan"
"Hyperx - 512gb 512gb USB 3.1/Usb 3.0 Negro, Rojo Unidad Flash USB Mercado Actual Kingston Technology","255.99","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Pendrive KINGSTON 512GB HXSAV USB 3.1","269.0","nan","nan","nan"
"Pny Attache 4 128 GB USB 2.0 ASdiscount PNY","45.0","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","PNY Attache 4 USB 2.0 Memory Stick - 128 GB, Black","23.99","nan","nan","nan"
"U3\/UHS\-I THN-U302R0320MF SD carte - Lexar Nero 3 10 90MB\/s Fit zu Informática EVO In","190.99","Lexar","nan","nan","Lexar THN-U302R0320MF 90MB\/s carte Fit U3\/UHS\-I In 3 10 EVO Informática zu - SD Nero OTG","199.0","Lexar","nan","nan"
"Sony - carte mémoire flash - 16 Go - SDHC","nan","nan","nan","nan","Sony SDHC 16GB Class 4","590.0","nan","nan","nan"
"Clé USB Lexar JUMPDRIVE S25 32GB (4110331)","22.9","nan","nan","nan","Clé USB Lexar JUMPDRIVE S25 32GB (4110331)","16.9","nan","nan","nan"
"Sandisk Ultra PLUS MicroSDHC 32 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n","27.04","Sandisk","nan","Sandisk Ultra PLUS MicroSDHC 32 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter. Micro SD geheugenkaart. Harde schijf : 32 GB. Standaardkorting van -5% voor leden.","Achat Mémoire Ultra Plus 32 Go 80Mo/s Sandisk dans le rayon Carte SD","34.99","nan","nan","nan"
"LEXAR - DE SDXC 128GB 95 PRO VELOCITÀ 10 AVEC","48.99","Lexar","nan","nan","Lexar - de SDXC 128GB USB 95 pro Velocità 10 avec","39.99","Lexar","nan","nan"
"Sony pami?ci microSDHC 300x SDHC Adapatador 45MB/s Go Speicherkarte, 94 (USB Red con","38.84","Sony","nan","nan","sony pami?ci microsdhc 300x sdhc adapatador 45mb/s go 94 (usb red con","32.99","Sony","nan","nan"
"KINGSTON KARTA SD 64GB CARTE 90 ADAPTADOR GO + G4","nan","Kingston","nan","nan","Kingston karta SD 64GB Carte 90 adaptador Go + G4 till","nan","Kingston","nan","nan"
"Toshiba Scheda di Memoria SDHC 32 GB, EXCeria Pro, 260 Mb/s, UHS-Ii, U1","111.82","nan","nan","nan","Toshiba SD-XPRO32UHS2 - Tarjeta de memoria de 32 GB","112.91","nan","nan","nan"
"carte de sd extreme 3.1 bis - flash mb/sek, - usb","37.99","nan","nan","nan","Carte de SD Extreme 3.1 bis - flash MB/Sek, - GB USB","59.0","nan","nan","nan"
"Intenso Basic Line 3503470 16GB USB 2.0 Flash Drive","8.03","nan","nan","nan","Intenso Basic Line 16 GB USB-Stick USB 2.0 silber-schwarz","nan","nan","nan","nan"
"Lexar P20 128Go USB 3.0 JumpDrive - LJDP20-128CRBEU","99.0","nan","nan","nan","Lexar P20 128GB USB 3.0 JumpDrive - LJDP20-128CRBEU","82.08","nan","nan","nan"
"SANDISK SDCZ60-256G-A46 256GB Cruzer Glide(TM) USB Flash Drive","nan","nan","nan","nan","Sandisk Cruzer Glide 256 GB 256GB USB 2.0 Negro, Rojo unidad flash USB VIPDOMO Sandisk","74.87","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis."
"SanDisk Ultra Line 32GB 64GB Pami?ci USB Card","7.49","SanDisk","nan","nan","SANDISK ULTRA LINE 32GB PAMI?CI USB CARD","8.99","SanDisk","nan","nan"
"Tesco direct: Kingston 16 GB SDHC Class 10 Ultimate High Speed Memory Card SDA10/16GB","12.15","nan","nan","nan","Pam??ová karta Kingston SDHC 16GB UHS-I U1 (90R/45W)","399.0","nan","nan","nan"
"SanDisk 4GB Micro SD Class 4 Memory Card","nan","nan","nan","nan","Sandisk MICRO SDHC 4 GO - SDSDQ004GE11M (1198491)","nan","nan","nan","nan"
"Intenso Premium Line 8GB Speicherstick USB 3.0 silber","8.99","nan","nan","nan","Intenso 3534460 - Memoria USB de 8GB,Intenso,3534460","9.62","nan","nan","nan"
"Lexar SD 16GB React microSDXC Zilver 32 32GB 300MB/s unità to","2594.0","Lexar","nan","nan","lexar sd 16gb react microsdxc zilver 32 32gb 300mb/s unità to","2570.99","Lexar","nan","nan"
"Kingston EXCERIA Ultra - Class MicroSDHC Go GB","819.0","Kingston","nan","nan","GB Class Ultra - EXCERIA Go MicroSDHC Kingston","865.99","Kingston","nan","nan"
"Transcend 64GB SDXC UHS-II U3 64GB SDXC UHS-II Classe 10 memoria flash","113.68","nan","nan","nan","Memoria Transcend SDXC 64GB Clase 10 UHS-II U3 Ultimate","127.99","nan","nan","nan"
"SanDisk Scheda di Memoria MicroSDHC 4 GB Classe 4 con Adattatore SD","nan","nan","nan","nan","SanDisk - carte mémoire flash - 4 Go - microSDHC","nan","nan","nan","nan"
"intenso scheda ultra memory memoria w3 duo","155.99","Intenso","nan","nan","intenso scheda ultra memory usb memoria w3 duo","78.99","Intenso","nan","nan"
"Intenso Premium Line 8GB USB 3.0 - Pendrive / Memoria USB DOODIGITAL Intenso","11.64","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","INTENSO 3534460 Premium Line USB-Stick 8 GB","8.99","nan","nan","nan"
"Kingston SD kaart UHS-I 128GB","66.5","nan","nan","nan","Kingston - Flash memory card - 128 GB - UHS Class 3 / Class10 - SDXC UHS-I","54.41","nan","nan","nan"
"Clé USB Lexar JUMPDRIVE S25 16GB - LJDS25-16GABEU (4110277)","9.9","nan","nan","nan","Lexar LJDS25-16GABEU JumpDrive S25 16Go USB 3.0 Flash Drive Bleu sarcelle","11.9","nan","nan","nan"
"Tarjeta de Memoria Lexar SDHC de 8GB Clase 10","7.9","Lexar","nan","nan","Lexar 8GB 300x Premium II SDHC Card","10.0","nan","nan","nan"
"samsung - ultra amazon pro 299 - class digital) uhs-i 10","102.99","Samsung","nan","nan","Samsung - Ultra Amazon PRO 299 - digital) 10","138.99","Samsung","nan","nan"
"LEXAR - JumpDrive USB 2.0 16GB&nbsp;grey/orange","19.9","nan","nan","nan","Lexar JumpDrive S70 16Go USB 2.0 Gris - LJDS70-16GABEU","12.99","nan","nan","nan"
"Shop Samsung Galaxy A10 Dual SIM Red 32GB 4G LTE online in Egypt","2040.0","Samsung","nan","Online shopping for Samsung, and more. Get amazing prices in Egypt","Shop Samsung Galaxy A10 Dual SIM Red 32GB 4G LTE online in Egypt","2039.0","Samsung","nan","Online shopping for Samsung, and more. Get amazing prices in Egypt"
"Memoria USB PNY Attache 128GB","33.65","logilink","nan","nan","PNY Attache 4 USB 2.0 Memory Stick - 128 GB, Black","21.99","nan","nan","nan"
"SANDISK Ultra Performance Class 10 microSD Memory Card - 32 GB","29.99","nan","nan","nan","Accessoires Montres / Bracelets connectés Sandisk Ultra android microsdhc 32g","26.39","Accessoires","nan","nan"
"SONY MICRO SD SERIE UX 128GB R95/W70 CL 10 EXPERT","nan","nan","nan","nan","Sony Micro SDXC 128GB SDHC UHS-I U3+ Adaptér","nan","nan","nan","nan"
"Lexar JumpDrive S25 64GB USB 3.0 Flash Drive LJDS25-64GABEU (Purple)","37.99","nan","nan","nan","Tesco direct: Lexar JumpDrive S25 64 GB USB 3.0 Flash Drive - Purple, White","27.27","nan","nan","nan"
"Toshiba scheda di memoria microSDHC 32 GB, Exceria, 95MB/s - UHS-I - U3 + adattatore","34.9","nan","nan","nan","Memoria Toshiba microSDHC 32GB Class 10 Exceria Ultra High Speed UHS-I","20.99","Toshiba","nan","nan"
"LEXAR JumpDrive C20c 128 GB","89.99","nan","nan","nan","Lexar LJDC20c-128BBEU Clé USB 3.0 128 Go","nan","nan","nan","nan"
"Carte mémoire SDXC SanDisk Ultra PLUS 64 Go, Classe 10,SanDisk,SDSDUSC-064G-GN6IN","44.99","nan","nan","nan","SANDISK Ultra Plus Class 10 SDXC Memory Card - 64 GB","39.99","nan","nan","nan"
"clé kingston blade 32gb de silber 2.0 u3 3.1 go v30 blister u3","5320.99","KINGSTON","nan","nan","Clé KINGSTON Blade 32GB de silber 2.0 U3 3.1 Go V30 blister U3","8490.0","KINGSTON","nan","nan"
"INTENSO 3534490 Premium Line USB-Stick 64 GB","24.99","nan","nan","nan","Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101)","39.22","nan","nan","nan"
"Toshiba EXCERIA N302 N302 SDXC 128GB 128GB SDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 10, 90 MB/s, UHS-I, 24 mm)","nan","nan","nan","nan","Toshiba EXCERIA N302 N302 SDXC 128GB 128GB SDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 10, 90 MB/s, UHS-I, 24 mm)","45.31","nan","nan","nan"
"SANDISK SDHC USB ULTRA (NIEBIESKI) SD UHS-I CLASS (4187407) 64 CON","89.99","SANDISK","nan","nan","SANDISK SDHC USB Ultra (niebieski) SD UHS-I Class (4187407) 64 con","99.99","SANDISK","nan","nan"
"Toshiba EXCERIA N302 - carte mémoire flash - 128 Go - SDXC UHS-I","nan","nan","nan","nan","Toshiba Exceria Pro N302 SDXC 128GB UHS-I U3 Speicherkarte (bis zu 90MB/Sek. lesen)","53.93","nan","nan","nan"
"Sandisk Ultra PLUS MicroSDXC 64 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n","50.04","Sandisk","nan","Sandisk Ultra PLUS MicroSDXC 64 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter. Micro SD geheugenkaart. Harde schijf : 64 GB. Standaardkorting van -5% voor leden.","SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB","39.99","nan","nan","nan"
"SANDISK Ultra Performance Class 10 microSD Memory Card - 128 GB","69.99","nan","nan","nan","Carte Mémoire microSDHC SanDisk Ultra Plus 128 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD","74.99","nan","nan","nan"
"Sony Micro Vault MACH USM32GQX Drive","29.04","nan","nan","nan","SONY 32GB USB 3.0 pendrive USM32GQX","19989.0","nan","nan","nan"
"KINGSTON Ultimate SDHC 16GB, UHS-I/Class 10 (SDA10/16GB)","17.99","nan","nan","nan","Tesco direct: Kingston 16 GB SDHC Class 10 Ultimate High Speed Memory Card SDA10/16GB","12.15","nan","nan","nan"
"Sandisk - Mbps, Ultra 440/400MB/s 128GB jumpdrive Flash z SDS Pami?? Card Series with USB","135.99","Sandisk","nan","nan","PAMI?? - SANDISK ULTRA 440/400MB/S 128GB JUMPDRIVE FLASH Z SDS SERIES CARD MBPS, WITH USB USBLLAVE","231.99","Sandisk","nan","nan"
"Tesco direct: Lexar JumpDrive C20m 128GB USB 3.0 (3.1 Gen 1) Type-A Black Silver","nan","nan","nan","nan","Clé USB Lexar JumpDrive C20m 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A Noir, Argent lecteur USB flash (MK1902705846)","57.07","nan","nan","nan"
"SANDISK - SDHC 8GB&nbsp;","7.99","nan","nan","nan","Tarjeta de Memoria SANDISK SDHC 8GB","4.99","nan","nan","nan"
"Lexar 16GB JumpDrive S70 - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan","Lexar Professional JumpDrive S70 16GB USB 2.0 Retractable Design Flash Drive Memory Stick - Grey","12.99","nan","nan","nan"
"MEMORIA MÉMOIRE 16GB ALU 10 CLASS","42.99","nan","nan","nan","Memoria mémoire 16GB Alu 10 Class","31.23","nan","nan","nan"
"Memoria pami?ci 16 microSDHC - Classe adapter 10","24.99","nan","nan","Carte","memoria pami?ci 16 microsdhc - classe adapter","18.99","nan","nan","Carte"
"intenso micro - 2933x uii dual - mb/sek, (95r/90w) 32gb, sous video (uhs-i jusqu\'à usb mb/s, bestellen!">","10.99","INTENSO","nan","nan","INTENSO Micro - 2933x UII dual - MB/Sek, (95R/90W) 32GB, Sous Video (UHS-I jusqu\'à USB MB/s, bestellen!">","12.69","INTENSO","nan","nan"
"Sony Micro SDXC 128GB SDHC UHS-I U3+ Adaptér","nan","nan","nan","nan","Sony microSDXC UHS-1 U3 128GB memóriakártya + adapter (SRG1UXA)","59990.0","nan","nan","nan"
"SANDISK Ultra Plus Class 10 SD Memory Card - 16 GB","19.99","nan","nan","nan","Sandisk SDSDUNC-016G SDHC Ultra Plus UHS-I class_10","13.18","nan","nan","nan"
"SANDISK SDCA3/32GBSP PRO SERIES CLASS CLASSE 128 - 3.0 READ SOUS","150.99","Sandisk","nan","nan","Sandisk SDCA3/32GBSP PRO series Class SD Classe 128 - 3.0 Read Sous","179.0","Sandisk","nan","nan"
"Kingston DT101G2 Datatraveler Memoria USB portatile 32768 MB","nan","nan","nan","nan","Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601)","28.36","nan","nan","nan"
"SANDISK Cruzer&reg; Glide&trade; USB Flash-Laufwerk, 256 GB","79.99","nan","nan","nan","SanDisk SDCZ60–256 g-a46 256 GB Cruzer Glide (TM) USB Flash Drive","nan","nan","nan","nan"
"Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta Fnac.es Lexar","29.95","nan","nan","Llave USB: Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta. 5% de descuento para Socios. Compra la mejor tecnología con las garantías Fnac.","Lexar JumpDrive S25 USB 3.0 64GB","34.0","nan","nan","nan"
"EXTREME CON + MEMORIA DRIVE,INTENSO,3533492 GB SANDISK SDXC ADATTATORE 3.1 SDHC GO\N","25.99","SanDisk","nan","nan","SanDisk Extreme SDHC Memoria GB 3.1 Drive,INTENSO,3533492 SDXC Go\n Adattatore + con","29.9","SanDisk","nan","nan"
"LEXAR pami?ci SDHC 64GB USB Storage - - Adaptador GB + LSD32GBBEU300,LEXAR Clés","32890.0","LEXAR","nan","nan","lexar clés sdhc 64gb usb storage gb - adaptador - + lsd32gbbeu300,lexar pami?ci","27049.99","LEXAR","nan","nan"
"USB Flash Kingston DataTraveler G4 64GB fialový","1227.0","nan","nan","nan","Pendrive Kingston 64gb g4 Memoria usb 3.0 64 gb Original pen Drive Nuevo Calidad en Fnac.es","nan","nan","nan","nan"
"SanDisk microSDHC 4GB Class 4 Speicherkarte (inkl. microSD zu SD Adapter)","nan","nan","nan","nan","SanDisk MicroSDHC+SD adapter 4GB SDSDQM-004G-B35A en Fnac.es","nan","nan","nan","nan"
"Toshiba 32 GB Exceria PRO 32GB SDHC UHS Clase 3 memoria flash - Tarjeta de memoria (32 GB, SDHC, Clase 3, 260 MB/s, 240 MB/s, UHS)","76.67","nan","nan","nan","Toshiba THN-N101K0320E6 32GB Exceria Pro N101 SD Karte","74.99","nan","nan","nan"
"64 mpe plus tarjeta classe lexar card usb drive","41.99","Lexar","nan","nan","Lexar MPE PLUS Tarjeta 64 drive Usb Card Classe","40.99","Lexar","nan","nan"
"Clé USB Sandisk GLIDE 128 GB 3.0 (4194551)","64.9","nan","nan","nan","Clé USB Sandisk GLIDE 128 GB 3.0 (4194551)","64.9","nan","nan","nan"
"SONY - SONY SDHC MEMORY 16GB SF16N4&nbsp;","12.99","nan","nan","nan","SONY SF16N4 SD Speicherkarte, 16 GB, 15 Mbit/s, Class 4","12.99","nan","nan","nan"
"Sony Micro Vault OTG CA1 DUO 16GB (USM16CA1) (st?íbrný)","729.0","nan","nan","nan","Tesco direct: Sony USM16CA1 USB flash drive","31.2","nan","nan","nan"
"CARTE MICRO SDHC SANDISK EXTREME PRO 16GO 633X","32.4","nan","nan","nan","SanDisk Extreme PRO microSDHC Minneskort 16 GB - Minneskort, USB-minne","379.0","nan","nan","nan"
"Toshiba USB 3.0 128GB - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan","Toshiba THNV128OSUS(BL8 - Memoria USB de 128 GB, plateado","98.64","nan","nan","nan"
"PNY Attache 4 2.0, USB-Stick, USB 2.0, 128 GB","27.99","nan","nan","nan","PNY Technologies fd128att430-ef Attache 3.0 4 - Mémoire USB,PNY,FD128ATT4-EF","12.64","nan","nan","nan"
"JumpDrive P20 - USB 3.0 - 32 Go LEXAR Achat dans le rayon Clés USB USB 3.0","71.78","nan","nan","nan","Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU","nan","nan","nan","nan"
"Memoria XQD 633x SanDisk SD G4/32GB 90MB/s Go - 10, C1 Pro","14999.0","SanDisk","nan","nan","MEMORIA XQD 633X SANDISK SD G4/32GB 90MB/S GO - 10, C1 PRO","11815.99","SanDisk","nan","nan"
"Carte mémoire SDXC SanDisk Ultra PLUS 64 Go, Classe 10","37.99","nan","nan","nan","Carte mémoire SDXC SanDisk Ultra PLUS 64 Go, Classe 10","37.99","nan","nan","nan"
"Kingston DataTraveler G4 USB 3.0 (64GB) Speicherstick violett","29.99","nan","nan","nan","Pendrive Kingston 64gb g4 Memoria usb 3.0 64 gb Original pen Drive Nuevo Calidad en Fnac.es","nan","nan","nan","nan"
"Lexar JumpDrive S25 - USB-Flash-Laufwerk - 64 GB - USB 3.0 - Violett","47.22","Lexar","nan","nan","Pendrive LEXAR Jumpdrive S25 64 GB","24.99","nan","nan","nan"
"Lexar JumpDrive P20 32GB - Pendrive / Memoria USB ASdiscount Lexar","75.61","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Tesco direct: Lexar JumpDrive P20 32GB USB 3.0 (3.1 Gen 1) Type-A Black flash drive","43.91","nan","nan","nan"
"Clé USB3.0 Lexar JumpDrive P20 128 Go Noir","nan","nan","nan","nan","Clé USB Lexar P20 USB 3.0 128 GO (4187407)","99.9","nan","nan","nan"
"USB-minne 16GB Cruzer Extreme USB 3.0 New","229.0","nan","nan","nan","FLASH DRIVE, CRUZER EXTREME USB3.0 16GB","nan","nan","nan","nan"
"Tesco direct: Sony MicroVault Style USM4GMP (4GB) USB Flash Drive (Pink)","8.78","nan","nan","nan","Memoria USB Sony Micro Vault Style 4 GB color rosa Pendrive en Fnac.es","nan","nan","nan","nan"
"Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green","8.99","nan","nan","nan","LEXAR CLE USB JUMPDRIVE V30 32GB VERTE","18.9","nan","nan","nan"
"Kingston Ultimate - flashgeheugenkaart - 16 GB - SDHC\n","20.02","Kingston","nan","Kingston Ultimate - flashgeheugenkaart - 16 GB - SDHC. Secure Digital kaart. Standaardkorting van -5% voor leden. Koop je hightech producten (computer, pc, electronica, computer accessoires) online en haal ze af in de winkel.","Kingston Carte SD Professionnelles SDA10/16GB UHS-I SDHC/SDXC Classe 10 - 16Go","13.91","nan","nan","nan"
"Kingston - carte mémoire flash - 16 Go - microSDHC UHS-I","nan","nan","nan","nan","Kingston microSDHC 16GB UHS-I U3 (SDCAC/16GB) - Pam??ová micro SD karta","236.39","nan","nan","nan"
"Intenso 16GB Basic USB2.0 - Pendrive / Memoria USB Mercado Actual Intenso","8.99","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Intenso Basic Line 16 GB USB-Stick USB 2.0 silber-schwarz","nan","nan","nan","nan"
"Clé USB Kingston Cl&amp;eacute; USB 16GB Kingston DT101 G2 - Sous Blister (MK483703403)","13.99","nan","nan","nan","Kingston Data Traveler 101 G2 Chiavetta USB Flash Drive 16 GB","nan","nan","nan","nan"
