,id,name,price,brand,NER,NER_TEXT,NER_TEXT_ASC,NER_TEXT_REV
300,1107100,SANDISK 10 32GB 32GB 64GB SPEICHERSTICK CLASSE 16GB EXTREME,20.99,SANDISK,"['sandisk', '10', '32', 'gb', '32', 'gb', '64', 'gb', 'speicherstick', 'classe', '16', 'gb', 'extreme']",sandisk 10 32 gb 32 gb 64 gb speicherstick classe 16 gb extreme,10 16 32 32 64 classe extreme gb gb gb gb sandisk speicherstick,extreme gb 16 classe speicherstick gb 64 gb 32 gb 32 10 sandisk
301,459931,Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601),24.45,,"['clé', 'usb', 'kingston', 'cl&amp;eacute', 'usb', '32', 'gb', 'kingston', 'dt101', 'g2', 'sous', 'blister', 'mk935278601']",clé usb kingston cl&amp;eacute usb 32 gb kingston dt101 g2 sous blister mk935278601,32 blister cl&amp;eacute clé dt101 g2 gb kingston kingston mk935278601 sous usb usb,mk935278601 blister sous g2 dt101 kingston gb 32 usb cl&amp;eacute kingston usb clé
302,1033376,Clé USB Lexar V30 32GB USB 2.0 (4169425),11.9,,"['clé', 'usb', 'lexar', 'v30', '32', 'gb', 'usb', '2.0', '4169425']",clé usb lexar v30 32 gb usb 2.0 4169425,2.0 32 4169425 clé gb lexar usb usb v30,4169425 2.0 usb gb 32 v30 lexar usb clé
303,17570,Carte TransMemory Ultra Dual 3.0 ULTRA Pendrive która a +Adaptateur Go,10.99,,"['carte', 'transmemory', 'ultra', 'dual', '3.0', 'ultra', 'pendrive', 'która', 'adaptateur']",carte transmemory ultra dual 3.0 ultra pendrive która adaptateur,3.0 adaptateur carte dual która pendrive transmemory ultra ultra,adaptateur która pendrive ultra 3.0 dual ultra transmemory carte
304,148648,"SANDISK ULTRA MICROSDHC CARTE ULTRA 633X 300MB/S (SDCZ73-128G-G46) 16 ADAPTATEUR UHS-II, USB ADAPTOR UP",9133.99,SanDisk,"['sandisk', 'ultra', 'microsdhc', 'carte', 'ultra', '633x', '300mb', 'sdcz73', '128g', 'g46', '16', 'adaptateur', 'uhs', 'ii', 'usb', 'adaptor']",sandisk ultra microsdhc carte ultra 633x 300mb sdcz73 128g g46 16 adaptateur uhs ii usb adaptor,128g 16 300mb 633x adaptateur adaptor carte g46 ii microsdhc sandisk sdcz73 uhs ultra ultra usb,adaptor usb ii uhs adaptateur 16 g46 128g sdcz73 300mb 633x ultra carte microsdhc ultra sandisk
305,705705,SANDISK V30 SD DTIG4 64 100MB/s 128GB de - Mb/s go adaptateur Recording - usb flash,9.96,SANDISK,"['sandisk', 'v30', 'sd', 'dtig4', '64', '100mb', '128', 'gb', 'de', 'mb', 'adaptateur', 'recording', 'usb', 'flash']",sandisk v30 sd dtig4 64 100mb 128 gb de mb adaptateur recording usb flash,100mb 128 64 adaptateur de dtig4 flash gb mb recording sandisk sd usb v30,flash usb recording adaptateur mb de gb 128 100mb 64 dtig4 sd v30 sandisk
306,1082542,KINGSTON SDSDQUAN-032G-G4A USB N1 128 300MB/S 10) 128 NEGRO (MICROSDXC,30.99,Kingston,"['kingston', 'sdsdquan-032g', 'g4a', 'usb', 'n1', '128', '300mb', '10', '128', 'negro', 'microsdxc']",kingston sdsdquan-032g g4a usb n1 128 300mb 10 128 negro microsdxc,10 128 128 300mb g4a kingston microsdxc n1 negro sdsdquan-032g usb,microsdxc negro 128 10 300mb 128 n1 usb g4a sdsdquan-032g kingston
307,287919,Tesco pami?ci 32GB ultra GB 2.0 USB Drive 90 MODEL) Tarjetas,13.49,,"['tesco', 'pami?ci', '32', 'gb', 'ultra', 'gb', '2.0', 'usb', 'drive', '90', 'model', 'tarjetas']",tesco pami?ci 32 gb ultra gb 2.0 usb drive 90 model tarjetas,2.0 32 90 drive gb gb model pami?ci tarjetas tesco ultra usb,tarjetas model 90 drive usb 2.0 gb ultra gb 32 pami?ci tesco
308,779444,SONY ULTRA SD 10 SDXC R94/W70 GB 95MB/SEC. 3.1,107.99,Sony,"['sony', 'ultra', 'sd', '10', 'sdxc', 'r94', 'w70', 'gb', '95mb', 'sec', '3.1']",sony ultra sd 10 sdxc r94 w70 gb 95mb sec 3.1,10 3.1 95mb gb r94 sd sdxc sec sony ultra w70,3.1 sec 95mb gb w70 r94 sdxc 10 sd ultra sony
309,304308,Pam??ová karta Kingston SDXC 256GB UHS-I U1 (90R/45W),2599.0,,"['pam??ová', 'karta', 'kingston', 'sdxc', '256', 'gb', 'uhs', 'u1', '90r/45w']",pam??ová karta kingston sdxc 256 gb uhs u1 90r/45w,256 90r/45w gb karta kingston pam??ová sdxc u1 uhs,90r/45w u1 uhs gb 256 sdxc kingston karta pam??ová
310,1082548,Intenso Premium Line - clé USB - 8 Go\n,10.16,Intenso,"['intenso', 'premium', 'line', 'clé', 'usb', 'go\\n']",intenso premium line clé usb go\n,clé go\n intenso line premium usb,go\n usb clé line premium intenso
311,361657,"PNY Technologies fd128att430-ef Attache 3.0 4 - Mémoire USB,PNY,FD128ATT4-EF",12.64,,"['pny', 'technologies', 'fd128att430', 'ef', 'attache', '3.0', 'mémoire', 'usb', 'pny', 'fd128att4', 'ef']",pny technologies fd128att430 ef attache 3.0 mémoire usb pny fd128att4 ef,3.0 attache ef ef fd128att4 fd128att430 mémoire pny pny technologies usb,ef fd128att4 pny usb mémoire 3.0 attache ef fd128att430 technologies pny
312,763069,"SANDISK N°282 GB, MEDIA - SDHC 64 16 CLASS X-SERIES TRAVELER",8.99,SanDisk,"['sandisk', '282', 'gb', 'media', 'sdhc', '64', '16', 'class', 'series', 'traveler']",sandisk 282 gb media sdhc 64 16 class series traveler,16 282 64 class gb media sandisk sdhc series traveler,traveler series class 16 64 sdhc media gb 282 sandisk
313,419009,"Karta 32GB Sandisk 10 di 32 dans microUSB Unità en GB, adaptateur,SanDisk,SDSDQM-016G-B35A MB/sec,",36.99,Sandisk,"['karta', '32', 'gb', 'sandisk', '10', 'di', '32', 'dans', 'microusb', 'unità', 'en', 'gb', 'adaptateur', 'sandisk', 'sdsdqm-016g', 'b35a', 'mb', 'sec']",karta 32 gb sandisk 10 di 32 dans microusb unità en gb adaptateur sandisk sdsdqm-016g b35a mb sec,10 32 32 adaptateur b35a dans di en gb gb karta mb microusb sandisk sandisk sdsdqm-016g sec unità,sec mb b35a sdsdqm-016g sandisk adaptateur gb en unità microusb dans 32 di 10 sandisk gb 32 karta
314,1066178,"SANDISK microSDHC Plus M302 DataTraveler Ultra Flash 10 Extra Mo/s, weiß Classe 10, Digital, V30, 1),",7.09,SANDISK,"['sandisk', 'microsdhc', 'plus', 'm302', 'datatraveler', 'ultra', 'flash', '10', 'extra', 'mo', 'weiß', 'classe', '10', 'digital', 'v30']",sandisk microsdhc plus m302 datatraveler ultra flash 10 extra mo weiß classe 10 digital v30,10 10 classe datatraveler digital extra flash m302 microsdhc mo plus sandisk ultra v30 weiß,v30 digital 10 classe weiß mo extra 10 flash ultra datatraveler m302 plus microsdhc sandisk
315,492739,Lexar Alu 3.0 Extreme Flash 16GB SD Card to - Accesorios 3.0 Fernseher,14.07,Lexar,"['lexar', 'alu', '3.0', 'extreme', 'flash', '16', 'gb', 'sd', 'card', 'accesorios', '3.0', 'fernseher']",lexar alu 3.0 extreme flash 16 gb sd card accesorios 3.0 fernseher,16 3.0 3.0 accesorios alu card extreme fernseher flash gb lexar sd,fernseher 3.0 accesorios card sd gb 16 flash extreme 3.0 alu lexar
316,206027,Carte XQD Lexar XQD PRO 32 Go 1400X (MK937093372),87.45,,"['carte', 'xqd', 'lexar', 'xqd', 'pro', '32', '1400x', 'mk937093372']",carte xqd lexar xqd pro 32 1400x mk937093372,1400x 32 carte lexar mk937093372 pro xqd xqd,mk937093372 1400x 32 pro xqd lexar xqd carte
317,476365,"Memoria Technology Pro Standard Exceria CL10 Sandisk Memory 256 4, sfg1g read,SanDisk,SDSDXNE-016G-GNCIN",42.49,Sandisk,"['memoria', 'technology', 'pro', 'standard', 'exceria', 'cl10', 'sandisk', 'memory', '256', 'sfg1', 'read', 'sandisk', 'sdsdxne-016g', 'gncin']",memoria technology pro standard exceria cl10 sandisk memory 256 sfg1 read sandisk sdsdxne-016g gncin,256 cl10 exceria gncin memoria memory pro read sandisk sandisk sdsdxne-016g sfg1 standard technology,gncin sdsdxne-016g sandisk read sfg1 256 memory sandisk cl10 exceria standard pro technology memoria
318,1123533,"con 64 SF-G 300MB/s UHS Flash SDHC 3.1\n MICROSDHC32 Karta 64 Tablets />\nhead.js(\""/common2/js/libs/jquery (64 (MK93708275)",31.99,,"['con', '64', 'sf', '300mb', 'uhs', 'flash', 'sdhc', '3.1\\n', 'microsdhc32', 'karta', '64', 'tablets', '/>\\nhead.js(\\""/common2', 'js', 'libs', 'jquery', '64', 'mk93708275']","con 64 sf 300mb uhs flash sdhc 3.1\n microsdhc32 karta 64 tablets />\nhead.js(\""/common2 js libs jquery 64 mk93708275","/>\nhead.js(\""/common2 3.1\n 300mb 64 64 64 con flash jquery js karta libs microsdhc32 mk93708275 sdhc sf tablets uhs","mk93708275 64 jquery libs js />\nhead.js(\""/common2 tablets 64 karta microsdhc32 3.1\n sdhc flash uhs 300mb sf 64 con"
319,689358,INTENSO Premium Line USB-Stick,8.99,,"['intenso', 'premium', 'line', 'usb', 'stick']",intenso premium line usb stick,intenso line premium stick usb,stick usb line premium intenso
320,795856,MEMORIA PROFESSIONAL 64GB 95MB/S 64GB 64GB KINGSTON DA MICROSDXC 98,24.99,Kingston,"['memoria', 'professional', '64', 'gb', '95mb', '64', 'gb', '64', 'gb', 'kingston', 'da', 'microsdxc', '98']",memoria professional 64 gb 95mb 64 gb 64 gb kingston da microsdxc 98,64 64 64 95mb 98 da gb gb gb kingston memoria microsdxc professional,98 microsdxc da kingston gb 64 gb 64 95mb gb 64 professional memoria
321,894160,Shop Samsung Galaxy A10 Dual SIM Black 32GB 4G LTE online in Egypt,2039.0,Samsung,"['shop', 'samsung', 'galaxy', 'a10', 'dual', 'sim', 'black', '32', 'gb', 'lte', 'online', 'egypt']",shop samsung galaxy a10 dual sim black 32 gb lte online egypt,32 a10 black dual egypt galaxy gb lte online samsung shop sim,egypt online lte gb 32 black sim dual a10 galaxy samsung shop
322,443604,Clé USB Sandisk Cruzer Extreme CZ80 16 Go USB 3.0 - CZ80 16G EXTR USB3 N (1396994),40.48,,"['clé', 'usb', 'sandisk', 'cruzer', 'extreme', 'cz80', '16', 'usb', '3.0', 'cz80', '16', 'extr', 'usb3', '1396994']",clé usb sandisk cruzer extreme cz80 16 usb 3.0 cz80 16 extr usb3 1396994,1396994 16 16 3.0 clé cruzer cz80 cz80 extr extreme sandisk usb usb usb3,1396994 usb3 extr 16 cz80 3.0 usb 16 cz80 extreme cruzer sandisk usb clé
323,861401,"Sony Speed SDHC GB, USB mobile - go 10 -50% till Speicherkarte 10, Memory 10, 100MB/s, adaptateur",42989.0,Sony,"['sony', 'speed', 'sdhc', 'gb', 'usb', 'mobile', '10', '-50', 'till', 'speicherkarte', '10', 'memory', '10', '100mb', 'adaptateur']",sony speed sdhc gb usb mobile 10 -50 till speicherkarte 10 memory 10 100mb adaptateur,-50 10 10 10 100mb adaptateur gb memory mobile sdhc sony speed speicherkarte till usb,adaptateur 100mb 10 memory 10 speicherkarte till -50 10 mobile usb gb sdhc speed sony
324,132315,Carte - Scheda SDXC 4 200 - Edge,27.99,,"['carte', 'scheda', 'sdxc', '200', 'edge']",carte scheda sdxc 200 edge,200 carte edge scheda sdxc,edge 200 sdxc scheda carte
325,50396,"cartes pami?ci extreme - 16gb 95mb/s microsdxc i 10 90 samsung 22,50% (4115945) sd mémoire",12.99,Samsung,"['cartes', 'pami?ci', 'extreme', '16', 'gb', '95mb', 'microsdxc', '10', '90', 'samsung', '22,50', '4115945', 'sd', 'mémoire']","cartes pami?ci extreme 16 gb 95mb microsdxc 10 90 samsung 22,50 4115945 sd mémoire","10 16 22,50 4115945 90 95mb cartes extreme gb microsdxc mémoire pami?ci samsung sd","mémoire sd 4115945 22,50 samsung 90 10 microsdxc 95mb gb 16 extreme pami?ci cartes"
326,1098976,"TOSHIBA EXCERIA PRO M401, 16 GB",24.95,,"['toshiba', 'exceria', 'pro', 'm401', '16', 'gb']",toshiba exceria pro m401 16 gb,16 exceria gb m401 pro toshiba,gb 16 m401 pro exceria toshiba
327,492769,"Karta SDHC MICROSDHC32 SF-G UHS 64 64 3.1\n 300MB/s Flash Tablets con />\nhead.js(\""/common2/js/libs/jquery (64 (MK93708275)",35.73,,"['karta', 'sdhc', 'microsdhc32', 'sf', 'uhs', '64', '64', '3.1\\n', '300mb', 'flash', 'tablets', 'con', '/>\\nhead.js(\\""/common2', 'js', 'libs', 'jquery', '64', 'mk93708275']","karta sdhc microsdhc32 sf uhs 64 64 3.1\n 300mb flash tablets con />\nhead.js(\""/common2 js libs jquery 64 mk93708275","/>\nhead.js(\""/common2 3.1\n 300mb 64 64 64 con flash jquery js karta libs microsdhc32 mk93708275 sdhc sf tablets uhs","mk93708275 64 jquery libs js />\nhead.js(\""/common2 con tablets flash 300mb 3.1\n 64 64 uhs sf microsdhc32 sdhc karta"
328,124131,V30 karta 64GB mémoire Card SanDisk 3.0,693.99,SanDisk,"['v30', 'karta', '64', 'gb', 'mémoire', 'card', 'sandisk', '3.0']",v30 karta 64 gb mémoire card sandisk 3.0,3.0 64 card gb karta mémoire sandisk v30,3.0 sandisk card mémoire gb 64 karta v30
329,845032,Clé KINGSTON Blade 32GB de silber 2.0 U3 3.1 Go V30 blister U3,8490.0,KINGSTON,"['clé', 'kingston', 'blade', '32', 'gb', 'de', 'silber', '2.0', 'u3', '3.1', 'v30', 'blister', 'u3']",clé kingston blade 32 gb de silber 2.0 u3 3.1 v30 blister u3,2.0 3.1 32 blade blister clé de gb kingston silber u3 u3 v30,u3 blister v30 3.1 u3 2.0 silber de gb 32 blade kingston clé
330,214249,Intenso premium line 64gb usb 3.0 (3534490)\n,41.15,Intenso,"['intenso', 'premium', 'line', '64', 'gb', 'usb', '3.0', '3534490)\\n']",intenso premium line 64 gb usb 3.0 3534490)\n,3.0 3534490)\n 64 gb intenso line premium usb,3534490)\n 3.0 usb gb 64 line premium intenso
331,984303,Attache 4 - Black Pny Achat dans le rayon Clés USB Usb 2.0,7.71,,"['attache', 'black', 'pny', 'achat', 'dans', 'le', 'rayon', 'clés', 'usb', 'usb', '2.0']",attache black pny achat dans le rayon clés usb usb 2.0,2.0 achat attache black clés dans le pny rayon usb usb,2.0 usb usb clés rayon le dans achat pny black attache
332,287984,"Sony SF8U Scheda SD HC, UHS-I, Classe 10, 8 GB, Nero",,,"['sony', 'sf8u', 'scheda', 'sd', 'hc', 'uhs', 'classe', '10', 'gb', 'nero']",sony sf8u scheda sd hc uhs classe 10 gb nero,10 classe gb hc nero scheda sd sf8u sony uhs,nero gb 10 classe uhs hc sd scheda sf8u sony
333,1148146,SANDISK ULTRA LINE 32GB PAMI?CI USB CARD,8.99,SanDisk,"['sandisk', 'ultra', 'line', '32', 'gb', 'pami?ci', 'usb', 'card']",sandisk ultra line 32 gb pami?ci usb card,32 card gb line pami?ci sandisk ultra usb,card usb pami?ci gb 32 line ultra sandisk
334,435442,"adapter u3 sdxc 10, micro 32gb 32go extreme(r) usb ljds70-16gabeu sandisk c20m sd usb zdj?? 260mb/s 4k",60.99,SanDisk,"['adapter', 'u3', 'sdxc', '10', 'micro', '32', 'gb', '32go', 'extreme(r', 'usb', 'ljds70', '16gabeu', 'sandisk', 'c20', 'sd', 'usb', 'zdj', '260mb', '4k']",adapter u3 sdxc 10 micro 32 gb 32go extreme(r usb ljds70 16gabeu sandisk c20 sd usb zdj 260mb 4k,10 16gabeu 260mb 32 32go 4k adapter c20 extreme(r gb ljds70 micro sandisk sd sdxc u3 usb usb zdj,4k 260mb zdj usb sd c20 sandisk 16gabeu ljds70 usb extreme(r 32go gb 32 micro 10 sdxc u3 adapter
335,1107192,LINE SDDD2-032G-G46 SONY 3.0 95MB/S 32 HIGH SD 10 MICROSDHC UHS DUO,25208.99,Sony,"['line', 'sddd2', '032g', 'g46', 'sony', '3.0', '95mb', '32', 'high', 'sd', '10', 'microsdhc', 'uhs', 'duo']",line sddd2 032g g46 sony 3.0 95mb 32 high sd 10 microsdhc uhs duo,032g 10 3.0 32 95mb duo g46 high line microsdhc sd sddd2 sony uhs,duo uhs microsdhc 10 sd high 32 95mb 3.0 sony g46 032g sddd2 line
336,550140,Sandisk SDCZ880-256G-G46 Cruzer Extreme Drive,178.17,,"['sandisk', 'sdcz880', '256g', 'g46', 'cruzer', 'extreme', 'drive']",sandisk sdcz880 256g g46 cruzer extreme drive,256g cruzer drive extreme g46 sandisk sdcz880,drive extreme cruzer g46 256g sdcz880 sandisk
337,1131772,Kingston Ultimate - carte mémoire flash - 16 Go - SDHC,,,"['kingston', 'ultimate', 'carte', 'mémoire', 'flash', '16', 'sdhc']",kingston ultimate carte mémoire flash 16 sdhc,16 carte flash kingston mémoire sdhc ultimate,sdhc 16 flash mémoire carte ultimate kingston
338,451843,sandisk lsdmi8gbbbeu300a ultra - blau card lsdmi16gbb1eu300a,134.99,SanDisk,"['sandisk', 'lsdmi8gbbbeu300a', 'ultra', 'blau', 'card', 'lsdmi16gbb1eu300a']",sandisk lsdmi8gbbbeu300a ultra blau card lsdmi16gbb1eu300a,blau card lsdmi16gbb1eu300a lsdmi8gbbbeu300a sandisk ultra,lsdmi16gbb1eu300a card blau ultra lsdmi8gbbbeu300a sandisk
339,247046,"SanDisk Technology Memoria 1000x Silber\\u002FSchwarz, C (4224221) GB C10 16 Adaptateur to MB/s, - V30 U3,",20.99,SanDisk,"['sandisk', 'technology', 'memoria', '1000x', 'silber\\\\u002fschwarz', '4224221', 'gb', 'c10', '16', 'adaptateur', 'mb', 'v30', 'u3']",sandisk technology memoria 1000x silber\\u002fschwarz 4224221 gb c10 16 adaptateur mb v30 u3,1000x 16 4224221 adaptateur c10 gb mb memoria sandisk silber\\u002fschwarz technology u3 v30,u3 v30 mb adaptateur 16 c10 gb 4224221 silber\\u002fschwarz 1000x memoria technology sandisk
340,1148176,"Pami?? SD Premium Bracelets GB Plus 32 UHS-I (3.1 Vitesse 150 Sous - GB,",28.3,,"['pami', 'sd', 'premium', 'bracelets', 'gb', 'plus', '32', 'uhs', '3.1', 'vitesse', '150', 'sous', 'gb']",pami sd premium bracelets gb plus 32 uhs 3.1 vitesse 150 sous gb,150 3.1 32 bracelets gb gb pami plus premium sd sous uhs vitesse,gb sous 150 vitesse 3.1 uhs 32 plus gb bracelets premium sd pami
341,853266,Kingston - carte mémoire flash - 16 Go - microSDHC UHS-I,,,"['kingston', 'carte', 'mémoire', 'flash', '16', 'microsdhc', 'uhs']",kingston carte mémoire flash 16 microsdhc uhs,16 carte flash kingston microsdhc mémoire uhs,uhs microsdhc 16 flash mémoire carte kingston
342,443667,LEXAR CANVAS X 3.0 100MB/S |,159.99,Lexar,"['lexar', 'canvas', '3.0', '100mb']",lexar canvas 3.0 100mb,100mb 3.0 canvas lexar,100mb 3.0 canvas lexar
343,476435,Kingston SDHC Class 10 UHS-I 16GB,24.99,,"['kingston', 'sdhc', 'class', '10', 'uhs', '16', 'gb']",kingston sdhc class 10 uhs 16 gb,10 16 class gb kingston sdhc uhs,gb 16 uhs 10 class sdhc kingston
344,894229,Clé USB Toshiba THN-U202W1280E4 128Go USB 2.0 Type A Blanc lecteur USB flash (MK1725168789),46.94,,"['clé', 'usb', 'toshiba', 'thn', 'u202w1280e4', '128go', 'usb', '2.0', 'type', 'blanc', 'lecteur', 'usb', 'flash', 'mk1725168789']",clé usb toshiba thn u202w1280e4 128go usb 2.0 type blanc lecteur usb flash mk1725168789,128go 2.0 blanc clé flash lecteur mk1725168789 thn toshiba type u202w1280e4 usb usb usb,mk1725168789 flash usb lecteur blanc type 2.0 usb 128go u202w1280e4 thn toshiba usb clé
345,795932,Sandisk SDCZ880-256G-G46 Cruzer Extreme Memoria USB portatile,182.06,,"['sandisk', 'sdcz880', '256g', 'g46', 'cruzer', 'extreme', 'memoria', 'usb', 'portatile']",sandisk sdcz880 256g g46 cruzer extreme memoria usb portatile,256g cruzer extreme g46 memoria portatile sandisk sdcz880 usb,portatile usb memoria extreme cruzer g46 256g sdcz880 sandisk
346,804127,Clé USB Intenso Cl&amp;eacute; USB 16GB Intenso Basic Line - Sous blister (MK48541586),12.19,,"['clé', 'usb', 'intenso', 'cl&amp;eacute', 'usb', '16', 'gb', 'intenso', 'basic', 'line', 'sous', 'blister', 'mk48541586']",clé usb intenso cl&amp;eacute usb 16 gb intenso basic line sous blister mk48541586,16 basic blister cl&amp;eacute clé gb intenso intenso line mk48541586 sous usb usb,mk48541586 blister sous line basic intenso gb 16 usb cl&amp;eacute intenso usb clé
347,1000736,"Kingston DataTraveler SE9 G2 - Memoria 8GB USB 3.0, plateado",,,"['kingston', 'datatraveler', 'se9', 'g2', 'memoria', 'gb', 'usb', '3.0', 'plateado']",kingston datatraveler se9 g2 memoria gb usb 3.0 plateado,3.0 datatraveler g2 gb kingston memoria plateado se9 usb,plateado 3.0 usb gb memoria g2 se9 datatraveler kingston
348,918818,Cruzer SDSDUNC-128G-GZFIN Cruzerfit (95MB/s X1000 SANDISK SF-G USB GB,36.99,SANDISK,"['cruzer', 'sdsdunc-128g', 'gzfin', 'cruzerfit', '95mb', 'x1000', 'sandisk', 'sf', 'usb', 'gb']",cruzer sdsdunc-128g gzfin cruzerfit 95mb x1000 sandisk sf usb gb,95mb cruzer cruzerfit gb gzfin sandisk sdsdunc-128g sf usb x1000,gb usb sf sandisk x1000 95mb cruzerfit gzfin sdsdunc-128g cruzer
349,1017123,SANDISK Extreme Plus Class 10 SD Memory Card - 128 GB,89.99,,"['sandisk', 'extreme', 'plus', 'class', '10', 'sd', 'memory', 'card', '128', 'gb']",sandisk extreme plus class 10 sd memory card 128 gb,10 128 card class extreme gb memory plus sandisk sd,gb 128 card memory sd 10 class plus extreme sandisk
350,279844,Carte SD Sandisk Sandisk 8go classe 4 sd secure digital sdhc,6.99,Carte,"['carte', 'sd', 'sandisk', 'sandisk', '8go', 'classe', 'sd', 'secure', 'digital', 'sdhc']",carte sd sandisk sandisk 8go classe sd secure digital sdhc,8go carte classe digital sandisk sandisk sd sd sdhc secure,sdhc digital secure sd classe 8go sandisk sandisk sd carte
351,918821,"TARJETA MICROSD KINGSTON K&AACUTE;RTYA 32GO, FLASH + U1 PACKAGING],LEXAR 128 MO/S +",26.99,Kingston,"['tarjeta', 'microsd', 'kingston', 'k&aacute;rtya', '32go', 'flash', 'u1', 'packaging],lexar', '128', 'mo']","tarjeta microsd kingston k&aacute;rtya 32go flash u1 packaging],lexar 128 mo","128 32go flash k&aacute;rtya kingston microsd mo packaging],lexar tarjeta u1","mo 128 packaging],lexar u1 flash 32go k&aacute;rtya kingston microsd tarjeta"
352,1131810,Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4,21.99,,"['toshiba', 'exceria', 'pro', 'n401', '32', 'gb', 'sd', 'memory', 'card', '95', 'mb', 'hd', 'thn', 'n401s0320e4']",toshiba exceria pro n401 32 gb sd memory card 95 mb hd thn n401s0320e4,32 95 card exceria gb hd mb memory n401 n401s0320e4 pro sd thn toshiba,n401s0320e4 thn hd mb 95 card memory sd gb 32 n401 pro exceria toshiba
353,42281,"Sony Expert UHS-I Class 10 U3 MicroSD Memory Card, 128GB, 95MB/s, with SD Adapter",1549.0,sony,"['sony', 'expert', 'uhs', 'class', '10', 'u3', 'microsd', 'memory', 'card', '128', 'gb', '95mb', 'sd', 'adapter']",sony expert uhs class 10 u3 microsd memory card 128 gb 95mb sd adapter,10 128 95mb adapter card class expert gb memory microsd sd sony u3 uhs,adapter sd 95mb gb 128 card memory microsd u3 10 class uhs expert sony
354,959788,SANDISK Ultra Plus Class 10 SDXC Memory Card - 64 GB,39.99,,"['sandisk', 'ultra', 'plus', 'class', '10', 'sdxc', 'memory', 'card', '64', 'gb']",sandisk ultra plus class 10 sdxc memory card 64 gb,10 64 card class gb memory plus sandisk sdxc ultra,gb 64 card memory sdxc 10 class plus ultra sandisk
355,714029,"PENDRIVE ULTRA CANVAS TARJETA 10 32 SD 48MB/S, SCHWARZ SANDISK 10",12.99,SanDisk,"['pendrive', 'ultra', 'canvas', 'tarjeta', '10', '32', 'sd', '48mb', 'schwarz', 'sandisk', '10']",pendrive ultra canvas tarjeta 10 32 sd 48mb schwarz sandisk 10,10 10 32 48mb canvas pendrive sandisk schwarz sd tarjeta ultra,10 sandisk schwarz 48mb sd 32 10 tarjeta canvas ultra pendrive
356,501038,Kingston SDHC LSD256GCBUE63 300x USB - Card 128 z 90 - + UHS-I Card A2 Carte SDXC,299.0,Kingston,"['kingston', 'sdhc', 'lsd256gcbue63', '300x', 'usb', 'card', '128', '90', 'uhs', 'card', 'a2', 'carte', 'sdxc']",kingston sdhc lsd256gcbue63 300x usb card 128 90 uhs card a2 carte sdxc,128 300x 90 a2 card card carte kingston lsd256gcbue63 sdhc sdxc uhs usb,sdxc carte a2 card uhs 90 128 card usb 300x lsd256gcbue63 sdhc kingston
357,402742,"Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?.",,,"['karta', 'pami?ci', 'sdhc', 'secure', 'digital', 'high', 'capacity', 'gwarantuj?ca', 'minimaln', 'szybko', 'transferu', 'mb', 'kompatybilna', 'tylko', 'urz?dzeniami', 'obs?uguj?cymi', 'standard', 'sdhc', 'obj?ta', 'wieczyst', 'gwarancj']",karta pami?ci sdhc secure digital high capacity gwarantuj?ca minimaln szybko transferu mb kompatybilna tylko urz?dzeniami obs?uguj?cymi standard sdhc obj?ta wieczyst gwarancj,capacity digital gwarancj gwarantuj?ca high karta kompatybilna mb minimaln obj?ta obs?uguj?cymi pami?ci sdhc sdhc secure standard szybko transferu tylko urz?dzeniami wieczyst,gwarancj wieczyst obj?ta sdhc standard obs?uguj?cymi urz?dzeniami tylko kompatybilna mb transferu szybko minimaln gwarantuj?ca capacity high digital secure sdhc pami?ci karta
358,238907,"Lexar USB flashgeheugenkaart Extreme UHS-I UHS-II/U3 + GB U3,",3480.0,Lexar,"['lexar', 'usb', 'flashgeheugenkaart', 'extreme', 'uhs', 'uhs', 'ii', 'u3', 'gb', 'u3']",lexar usb flashgeheugenkaart extreme uhs uhs ii u3 gb u3,extreme flashgeheugenkaart gb ii lexar u3 u3 uhs uhs usb,u3 gb u3 ii uhs uhs extreme flashgeheugenkaart usb lexar
359,75068,""" micro 64&nbsp;GB USB -(SDCR/32GB) 32 Ultra 256GB en",3989.0,,"['micro', '64&nbsp;gb', 'usb', '-(sdcr/32', 'gb', '32', 'ultra', '256', 'gb', 'en']",micro 64&nbsp;gb usb -(sdcr/32 gb 32 ultra 256 gb en,-(sdcr/32 256 32 64&nbsp;gb en gb gb micro ultra usb,en gb 256 ultra 32 gb -(sdcr/32 usb 64&nbsp;gb micro
360,615745,"INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB",7.99,,"['intenso', '3503470', 'basic', 'line', '16', 'gb', 'usb', 'stick', 'usb', '2.0', '16', 'gb']",intenso 3503470 basic line 16 gb usb stick usb 2.0 16 gb,16 16 2.0 3503470 basic gb gb intenso line stick usb usb,gb 16 2.0 usb stick usb gb 16 line basic 3503470 intenso
361,1074505,"Karta SONY SF16N4, Karty pami?ci",39.99,,"['karta', 'sony', 'sf16n4', 'karty', 'pami?ci']",karta sony sf16n4 karty pami?ci,karta karty pami?ci sf16n4 sony,pami?ci karty sf16n4 sony karta
