,id,name,price,brand,description,category,NER,NER_TEXT,NER_TEXT_REV,NER_TEXT_MID
206,574266,"Lexar LJDS70-16GABEU JumpDrive S70 Chiavetta USB 2.0, 16 GB, Grigio",11.99,,,,"['chiavetta', 'gb', 'grigio', 'jumpdrive', 'lexar', 'ljds70', 's70', 'usb']",chiavetta gb grigio jumpdrive lexar ljds70 s70 usb,usb s70 ljds70 lexar jumpdrive grigio gb chiavetta,jumpdrive lexar
207,246589,DataTraveler 101 G2 - Lecteur flash USB - 16 Go - Hi-Speed USB - noir,,,,,"['datatraveler', 'flash', 'g2', 'hi', 'lecteur', 'noir', 'speed', 'usb']",datatraveler flash g2 hi lecteur noir speed usb,usb speed noir lecteur hi g2 flash datatraveler,hi lecteur
208,836413,Kingston SDA10/16GB UHS-I SDHC/SDXC SD-Karte Klasse 10 Speicherkarte,17.05,,,,"['gb', 'karte', 'kingston', 'klasse', 'sd', 'sda10/16', 'sdhc', 'sdxc', 'speicherkarte', 'uhs']",gb karte kingston klasse sd sda10/16 sdhc sdxc speicherkarte uhs,uhs speicherkarte sdxc sdhc sda10/16 sd klasse kingston karte gb,klasse sd sda10/16 sdhc
209,49983,Clé USB Kingston Kingston Clé USB 16 Go Datatraveler G2 101 (MK1574653819),14.71,,,,"['clé', 'datatraveler', 'g2', 'kingston', 'mk1574653819', 'usb']",clé datatraveler g2 kingston mk1574653819 usb,usb mk1574653819 kingston g2 datatraveler clé,g2 kingston
210,839,"micro-sdxc Canvas Memoria USM64GQX 32 USB 16GB KINGSTON 10, usb",26686.99,KINGSTON,,,"['canvas', 'gb', 'kingston', 'memoria', 'micro', 'sdxc', 'usb', 'usm64gqx']",canvas gb kingston memoria micro sdxc usb usm64gqx,usm64gqx usb sdxc micro memoria kingston gb canvas,memoria micro
211,115528,SanDisk SD 128GB - SDHC EVO U3 de jaune Gen 32 + U3,24.95,SanDisk,,,"['de', 'evo', 'gb', 'gen', 'jaune', 'sandisk', 'sd', 'sdhc', 'u3']",de evo gb gen jaune sandisk sd sdhc u3,u3 sdhc sd sandisk jaune gen gb evo de,gen jaune
212,566089,Toshiba SDXC Go Micro 3.0 Speicherkarte (SDHC) White/Blue and V30,,Toshiba,,,"['blue', 'micro', 'sdhc', 'sdxc', 'speicherkarte', 'toshiba', 'v30', 'white']",blue micro sdhc sdxc speicherkarte toshiba v30 white,white v30 toshiba speicherkarte sdxc sdhc micro blue,sdxc speicherkarte
213,869193,Sony XQD Pro Micro Memoria 32 - 2.0,,Sony,,,"['memoria', 'micro', 'pro', 'sony', 'xqd']",memoria micro pro sony xqd,xqd sony pro micro memoria,micro pro
214,738124,Intenso 256GB/3.1/HXS3/256GB 300x Tarjeta UHS1 16GB go GB -,49.9,Intenso,,,"['gb', 'hxs3/256', 'intenso', 'tarjeta', 'uhs1']",gb hxs3/256 intenso tarjeta uhs1,uhs1 tarjeta intenso hxs3/256 gb,hxs3/256 intenso
215,131917,"negro 10 Exceria SDXC GB, Kingston Pami?? SDHC V30 Accesorios microSDXC -",27.99,Kingston,,,"['accesorios', 'exceria', 'gb', 'kingston', 'microsdxc', 'negro', 'pami', 'sdhc', 'sdxc', 'v30']",accesorios exceria gb kingston microsdxc negro pami sdhc sdxc v30,v30 sdxc sdhc pami negro microsdxc kingston gb exceria accesorios,kingston microsdxc negro pami
216,713552,Sony Cruzer 256GB Extreme USM32GQX 4 Profesional R94 10 s,499.0,Sony,,,"['cruzer', 'extreme', 'gb', 'profesional', 'r94', 's', 'sony', 'usm32gqx']",cruzer extreme gb profesional r94 s sony usm32gqx,usm32gqx sony s r94 profesional gb extreme cruzer,profesional r94
217,836435,"sony carte microsdxc minneskort 32 10 - professional nero, sdhc blue 100 go mb/s, mb/s, homologuée",10.99,Sony,,,"['blue', 'carte', 'homologuée', 'mb', 'microsdxc', 'minneskort', 'nero', 'professional', 's', 'sdhc', 'sony']",blue carte homologuée mb microsdxc minneskort nero professional s sdhc sony,sony sdhc s professional nero minneskort microsdxc mb homologuée carte blue,mb microsdxc minneskort nero
218,394097,"+ dual class xc) de lsd16gbbeu300 sandisk transparent classe sd 3.1 le usb adapter achat usb-stick, usb",,Sandisk,,,"['achat', 'adapter', 'class', 'classe', 'de', 'dual', 'le', 'lsd16gbbeu300', 'sandisk', 'sd', 'stick', 'transparent', 'usb', 'xc']",achat adapter class classe de dual le lsd16gbbeu300 sandisk sd stick transparent usb xc,xc usb transparent stick sd sandisk lsd16gbbeu300 le dual de classe class adapter achat,dual le lsd16gbbeu300 sandisk
219,222078,SANDISK SPEICHERKARTE SDXC 32GB MICROSDXC 32GB 64 MICRO PORTATILE ADAPTER,6592.99,SanDisk,,,"['adapter', 'gb', 'micro', 'microsdxc', 'portatile', 'sandisk', 'sdxc', 'speicherkarte']",adapter gb micro microsdxc portatile sandisk sdxc speicherkarte,speicherkarte sdxc sandisk portatile microsdxc micro gb adapter,microsdxc portatile
220,1033086,"Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 95 MB/s, 75 MB/s, UHS-I)",,,,,"['card', 'cards', 'class', 'exceria', 'gb', 'mb', 'memory', 'n401', 'pro', 's', 'sdhc', 'toshiba', 'uhs']",card cards class exceria gb mb memory n401 pro s sdhc toshiba uhs,uhs toshiba sdhc s pro n401 memory mb gb exceria class cards card,gb mb memory n401
221,9091,Lexar JumpDrive S25  Memoria USB 3.0  32 GB en Fnac.es,18.99,,,,"['en', 'fnac.es', 'gb', 'jumpdrive', 'lexar', 'memoria', 's25', 'usb']",en fnac.es gb jumpdrive lexar memoria s25 usb,usb s25 memoria lexar jumpdrive gb fnac.es en,jumpdrive lexar
222,1147790,Kingston HyperX Savage - USB-Flash-Laufwerk - 512 GB - USB 3.1 -,309.0,,,,"['flash', 'gb', 'hyperx', 'kingston', 'laufwerk', 'savage', 'usb']",flash gb hyperx kingston laufwerk savage usb,usb savage laufwerk kingston hyperx gb flash,hyperx kingston
223,770960,"Kingston microSDHC USB N401 SDXC GB 95MB/s microSDHC (UHS-I,",44.99,Kingston,Offrez,,"['gb', 'kingston', 'microsdhc', 'n401', 's', 'sdxc', 'uhs', 'usb']",gb kingston microsdhc n401 s sdxc uhs usb,usb uhs sdxc s n401 microsdhc kingston gb,n401 s
224,885651,"EXTREME CON + MEMORIA DRIVE,INTENSO,3533492 GB SANDISK SDXC ADATTATORE 3.1 SDHC GO\N",25.99,SanDisk,,,"['adattatore', 'con', 'drive', 'extreme', 'gb', 'go\\n', 'intenso,3533492', 'memoria', 'sandisk', 'sdhc', 'sdxc']","adattatore con drive extreme gb go\n intenso,3533492 memoria sandisk sdhc sdxc","sdxc sdhc sandisk memoria intenso,3533492 go\n gb extreme drive con adattatore","extreme gb go\n intenso,3533492"
225,918420,Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II,,,,,"['carte', 'exceria', 'flash', 'ii', 'mémoire', 'pro', 'sdhc', 'toshiba', 'uhs']",carte exceria flash ii mémoire pro sdhc toshiba uhs,uhs toshiba sdhc pro mémoire ii flash exceria carte,ii mémoire
226,1024919,"SANDISK 8GB 128GB SDHC 32GO MEMORY DANS DRIVE - 3 FLASH), CLASSE 90",78.99,Sandisk,,,"['classe', 'dans', 'drive', 'flash', 'gb', 'memory', 'sandisk', 'sdhc']",classe dans drive flash gb memory sandisk sdhc,sdhc sandisk memory gb flash drive dans classe,flash gb
227,189336,"Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?.",,,,,"['capacity', 'digital', 'gwarancj', 'gwarantuj?ca', 'high', 'karta', 'kompatybilna', 'mb', 'minimaln', 'obj?ta', 'obs?uguj?cymi', 'pami?ci', 's', 'sdhc', 'secure', 'standard', 'szybko', 'transferu', 'tylko', 'urz?dzeniami', 'wieczyst', 'z']",capacity digital gwarancj gwarantuj?ca high karta kompatybilna mb minimaln obj?ta obs?uguj?cymi pami?ci s sdhc secure standard szybko transferu tylko urz?dzeniami wieczyst z,z wieczyst urz?dzeniami tylko transferu szybko standard secure sdhc s pami?ci obs?uguj?cymi obj?ta minimaln mb kompatybilna karta high gwarantuj?ca gwarancj digital capacity,mb minimaln obj?ta obs?uguj?cymi pami?ci s sdhc secure
228,918424,Pendrive 128 GB  PNY Attache 4 2.0,29.99,,,,"['attache', 'gb', 'pendrive', 'pny']",attache gb pendrive pny,pny pendrive gb attache,
229,1106842,Sony SDHC 8GB Class 10 UHS-I,350.0,,,,"['class', 'gb', 'sdhc', 'sony', 'uhs']",class gb sdhc sony uhs,uhs sony sdhc gb class,gb sdhc
230,639901,"Clé USB-Stick Kingston Edge Extreme 64 SDHCTM sdxc Adaptateur SD USB Lettura - 22,50% USB <meta 3.1",33.15,Kingston,,,"['adaptateur', 'clé', 'edge', 'extreme', 'kingston', 'lettura', 'meta', 'sd', 'sdhctm', 'sdxc', 'stick', 'usb']",adaptateur clé edge extreme kingston lettura meta sd sdhctm sdxc stick usb,usb stick sdxc sdhctm sd meta lettura kingston extreme edge clé adaptateur,kingston lettura meta sd
231,377762,U3\/UHS\-I THN-U302R0320MF SD carte - Lexar Nero 3 10 90MB\/s Fit zu Informática EVO In,190.99,Lexar,,,"['carte', 'evo', 'fit', 'informática', 'lexar', 'nero', 'sd', 'thn', 'u302r0320mf', 'u3\\/uhs\\-i', 'zu']",carte evo fit informática lexar nero sd thn u302r0320mf u3\/uhs\-i zu,zu u3\/uhs\-i u302r0320mf thn sd nero lexar informática fit evo carte,informática lexar nero sd
232,279477,"- Memoria light, Exceria schwarz 95 GB Tarjeta 10 SD SDHC USB SDS UHS-I",126.99,,,,"['exceria', 'gb', 'light', 'memoria', 'schwarz', 'sd', 'sdhc', 'sds', 'tarjeta', 'uhs', 'usb']",exceria gb light memoria schwarz sd sdhc sds tarjeta uhs usb,usb uhs tarjeta sds sdhc sd schwarz memoria light gb exceria,memoria schwarz sd sdhc
233,910262,Sandisk SDSDUNC-016G SDHC Ultra Plus UHS-I class_10,13.18,,,,"['class_10', 'g', 'plus', 'sandisk', 'sdhc', 'sdsdunc-016', 'uhs', 'ultra']",class_10 g plus sandisk sdhc sdsdunc-016 uhs ultra,ultra uhs sdsdunc-016 sdhc sandisk plus g class_10,sandisk sdhc
234,287673,Sony USB-Stick 32GB 2.0 USM (USM32GR) bei,22.9,,,,"['bei', 'gb', 'sony', 'stick', 'usb', 'usm', 'usm32gr']",bei gb sony stick usb usm usm32gr,usm32gr usm usb stick sony gb bei,sony stick
235,533436,"Sandisk Ultra - 256 128GB Ultra DT50 Ultra 128 GB,",61.5,Sandisk,Carte,,"['dt50', 'gb', 'sandisk', 'ultra']",dt50 gb sandisk ultra,ultra sandisk gb dt50,
236,893889,Tesco direct: Toshiba EXCERIA PRO - N401 128GB SDXC UHS-I Class 3 memory card,90.51,,,,"['card', 'class', 'direct', 'exceria', 'gb', 'memory', 'n401', 'pro', 'sdxc', 'tesco', 'toshiba', 'uhs']",card class direct exceria gb memory n401 pro sdxc tesco toshiba uhs,uhs toshiba tesco sdxc pro n401 memory gb exceria direct class card,gb memory n401 pro
237,582595,Carte Lexar SD Extreme GB SDHC 2.0 Ultra Professional 32 Adaptateur Usb 32 plateado Classe rayon Photos,,Lexar,,,"['adaptateur', 'carte', 'classe', 'extreme', 'gb', 'lexar', 'photos', 'plateado', 'professional', 'rayon', 'sd', 'sdhc', 'ultra', 'usb']",adaptateur carte classe extreme gb lexar photos plateado professional rayon sd sdhc ultra usb,usb ultra sdhc sd rayon professional plateado photos lexar gb extreme classe carte adaptateur,lexar photos plateado professional
238,615365,"samsung pami?ci micro &quot;dual expert de 45r 4gb card inc,ljdp20-32gcrbeu (100r/90w) lesen) 3 45 ab adaptador",127.99,Samsung,,,"['ab', 'adaptador', 'card', 'de', 'expert', 'gb', 'inc', 'lesen', 'ljdp20', 'micro', 'pami?ci', 'quot;dual', 'samsung']",ab adaptador card de expert gb inc lesen ljdp20 micro pami?ci quot;dual samsung,samsung quot;dual pami?ci micro ljdp20 lesen inc gb expert de card adaptador ab,expert gb inc lesen
239,123857,micro cruzer transmemory sandisk drive speicherkarte usb de adapter,15.99,SANDISK,,,"['adapter', 'cruzer', 'de', 'drive', 'micro', 'sandisk', 'speicherkarte', 'transmemory', 'usb']",adapter cruzer de drive micro sandisk speicherkarte transmemory usb,usb transmemory speicherkarte sandisk micro drive de cruzer adapter,drive micro
240,787419,"32GB SD, Adapter Extreme Velocità zu Kostenloser - SDHC Sony J4 Go 64 3.1",18.99,Sony,,,"['adapter', 'extreme', 'gb', 'j4', 'kostenloser', 'sd', 'sdhc', 'sony', 'velocità', 'zu']",adapter extreme gb j4 kostenloser sd sdhc sony velocità zu,zu velocità sony sdhc sd kostenloser j4 gb extreme adapter,j4 kostenloser sd sdhc
241,33762,10 Extreme Ultra - SDHC Card 64GB U3 Lexar (173420) SDXC \nmarca: 1 Egypt y HD,275.99,Lexar,,,"['card', 'egypt', 'extreme', 'gb', 'hd', 'lexar', 'sdhc', 'sdxc', 'u3', 'ultra', 'y']",card egypt extreme gb hd lexar sdhc sdxc u3 ultra y,y ultra u3 sdxc sdhc lexar hd gb extreme egypt card,gb hd lexar sdhc
242,795624,"10 go, memoria 633x uhs-i uhs-i 32gb nero (sdsquar-016g-gn6ma) u1 lte, sandisk usb a2",14.99,SANDISK,,,"['a2', 'gb', 'gn6ma', 'lte', 'memoria', 'nero', 'sandisk', 'sdsquar-016g', 'u1', 'uhs', 'usb']",a2 gb gn6ma lte memoria nero sandisk sdsquar-016g u1 uhs usb,usb uhs u1 sdsquar-016g sandisk nero memoria lte gn6ma gb a2,lte memoria nero sandisk
243,623594,"Micro 2.0 vitesse Speicherkarte, Extended (classe Tarjeta Cruzer U302 UHS-I\n Carte kamera - PRO dans",9.99,,,,"['carte', 'classe', 'cruzer', 'dans', 'extended', 'i\\n', 'kamera', 'micro', 'pro', 'speicherkarte', 'tarjeta', 'u302', 'uhs', 'vitesse']",carte classe cruzer dans extended i\n kamera micro pro speicherkarte tarjeta u302 uhs vitesse,vitesse uhs u302 tarjeta speicherkarte pro micro kamera i\n extended dans cruzer classe carte,i\n kamera micro pro
244,689133,SANDISK PAMI?CI SDXC ULTRA EXTREME SDHC EXPERT 32GB RAYON 10,22.99,SanDisk,SanDisk,,"['expert', 'extreme', 'gb', 'pami?ci', 'rayon', 'sandisk', 'sdhc', 'sdxc', 'ultra']",expert extreme gb pami?ci rayon sandisk sdhc sdxc ultra,ultra sdxc sdhc sandisk rayon pami?ci gb extreme expert,pami?ci rayon
245,672751,SanDisk 8 GB tarjeta de memoria flash SDHC de clase 2 sdsdb-8192-a11: Amazon.es: Informática,24.85,,,,"['a11', 'amazon.es', 'clase', 'de', 'flash', 'gb', 'informática', 'memoria', 'sandisk', 'sdhc', 'sdsdb-8192', 'tarjeta']",a11 amazon.es clase de flash gb informática memoria sandisk sdhc sdsdb-8192 tarjeta,tarjeta sdsdb-8192 sdhc sandisk memoria informática gb flash de clase amazon.es a11,flash gb informática memoria
246,91124,kingston usb plus machqx hasta gb serie gb 10 innymi 275,34.99,Kingston,,,"['gb', 'hasta', 'innymi', 'kingston', 'machqx', 'plus', 'serie', 'usb']",gb hasta innymi kingston machqx plus serie usb,usb serie plus machqx kingston innymi hasta gb,kingston machqx
247,664567,"SanDisk Extreme 128Gb CARD 8 64GB GBSP) 95mb/s Drive card (SDCS/64GB) | p6 (64GB, Class d'Action di",8.99,SanDisk,,,"['card', 'class', ""d'action"", 'di', 'drive', 'extreme', 'gb', 'gbsp', 'p6', 's', 'sandisk', 'sdcs/64']",card class d'action di drive extreme gb gbsp p6 s sandisk sdcs/64,sdcs/64 sandisk s p6 gbsp gb extreme drive di d'action class card,drive extreme gb gbsp
248,1041400,media direct: uhs-ii usb usb-flash-laufwerk pro 16 uhs-i carte memory 2.0,,,,,"['carte', 'direct', 'flash', 'ii', 'laufwerk', 'media', 'memory', 'pro', 'uhs', 'usb']",carte direct flash ii laufwerk media memory pro uhs usb,usb uhs pro memory media laufwerk ii flash direct carte,ii laufwerk media memory
249,9213,INTENSO 3534490 Premium Line USB-Stick 64 GB,24.99,,,,"['gb', 'intenso', 'line', 'premium', 'stick', 'usb']",gb intenso line premium stick usb,usb stick premium line intenso gb,line premium
250,1147910,Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6,148.97,,,,"['card', 'exceria', 'gb', 'k', 'mb', 'memory', 'n101', 'n101k1280e6', 'pro', 's', 'sd', 'thn', 'toshiba']",card exceria gb k mb memory n101 n101k1280e6 pro s sd thn toshiba,toshiba thn sd s pro n101k1280e6 n101 memory mb k gb exceria card,mb memory n101 n101k1280e6
251,508938,"Sandisk SDHC SDHC USB-Stick Android Style USB-Laufwerk GB, Minneskort, 128 (8",12.99,Sandisk,Clé,,"['android', 'gb', 'laufwerk', 'minneskort', 'sandisk', 'sdhc', 'stick', 'style', 'usb']",android gb laufwerk minneskort sandisk sdhc stick style usb,usb style stick sdhc sandisk minneskort laufwerk gb android,minneskort sandisk
252,197645,"Toshiba THN-U202W1280E4, 128 GB, 2.0, USB-Anschluss Typ A, Kappe, 8 g, Weiß",37.71,Toshiba,,,"['anschluss', 'g', 'gb', 'kappe', 'thn', 'toshiba', 'typ', 'u202w1280e4', 'usb', 'weiß']",anschluss g gb kappe thn toshiba typ u202w1280e4 usb weiß,weiß usb u202w1280e4 typ toshiba thn kappe gb g anschluss,kappe thn toshiba typ
253,140306,"SanDisk SD - React 128 GB, Zielony flash MB/Sek r440/w400 - in FOTOKSI??K?",46.24,SanDisk,,,"['flash', 'fotoksi??k', 'gb', 'mb', 'r440', 'react', 'sandisk', 'sd', 'sek', 'w400', 'zielony']",flash fotoksi??k gb mb r440 react sandisk sd sek w400 zielony,zielony w400 sek sd sandisk react r440 mb gb fotoksi??k flash,mb r440 react sandisk
254,910354,Memoria USB - Intenso -64GB USB 3.0 (3.1 Gen 1) Tipo A Plata,32.62,Intenso,,,"['gb', 'gen', 'intenso', 'memoria', 'plata', 'tipo', 'usb']",gb gen intenso memoria plata tipo usb,usb tipo plata memoria intenso gen gb,intenso memoria
255,1115157,"80 O UHS-I, KARTA PORTATILE COLOR 3.0 MICROSDHC 1 SANDISK GEN CLASS",1116.99,Sandisk,,,"['class', 'color', 'gen', 'karta', 'microsdhc', 'o', 'portatile', 'sandisk', 'uhs']",class color gen karta microsdhc o portatile sandisk uhs,uhs sandisk portatile o microsdhc karta gen color class,karta microsdhc
256,377881,"memoria extrem 64gb usm64sa3 64go sdhc (sdcz48 uhs-i u3 - usb lesen),toshiba,thn-n401s0320e4 lesen),toshiba,5300056 1) les u3",55.99,,,,"['extrem', 'gb', 'les', 'lesen),toshiba', 'lesen),toshiba,5300056', 'memoria', 'n401s0320e4', 'sdcz48', 'sdhc', 'thn', 'u3', 'uhs', 'usb', 'usm64sa3']","extrem gb les lesen),toshiba lesen),toshiba,5300056 memoria n401s0320e4 sdcz48 sdhc thn u3 uhs usb usm64sa3","usm64sa3 usb uhs u3 thn sdhc sdcz48 n401s0320e4 memoria lesen),toshiba,5300056 lesen),toshiba les gb extrem",memoria n401s0320e4 sdcz48 sdhc
257,427034,"pami?? class gen 16gb msd extreme 64 300 inc,ljdp20-32gcrbeu,drive,flash,lexar,usb 32gb canvas",22.99,,,,"['canvas', 'class', 'drive', 'extreme', 'flash', 'gb', 'gen', 'inc', 'lexar', 'ljdp20', 'msd', 'pami', 'usb']",canvas class drive extreme flash gb gen inc lexar ljdp20 msd pami usb,usb pami msd ljdp20 lexar inc gen gb flash extreme drive class canvas,flash gb gen inc
258,861210,Pami?? LEXAR JumpDrive C20c (LJDC20C Pami?? LEXAR JumpDrive C20c (LJDC20C,339.99,Pami?? Pami??,,,"['c20c', 'jumpdrive', 'lexar', 'ljdc20c', 'pami']",c20c jumpdrive lexar ljdc20c pami,pami ljdc20c lexar jumpdrive c20c,jumpdrive lexar
259,287775,SanDisk SDHC Select 8GO Class10 UHS\-I MB/s 4 X de 8 Sous to schwarz video 100mb/s,35.99,SanDisk,,,"['class10', 'de', 'mb', 's', 'sandisk', 'schwarz', 'sdhc', 'select', 'sous', 'uhs\\-i', 'video', 'x']",class10 de mb s sandisk schwarz sdhc select sous uhs\-i video x,x video uhs\-i sous select sdhc schwarz sandisk s mb de class10,sandisk schwarz sdhc select
260,156708,Kingston DataTraveler G4 USB 3.0 (64GB) Speicherstick violett,29.99,,,,"['datatraveler', 'g4', 'gb', 'kingston', 'speicherstick', 'usb', 'violett']",datatraveler g4 gb kingston speicherstick usb violett,violett usb speicherstick kingston gb g4 datatraveler,gb kingston
261,230437,"Sony 10 U3/Class Classic Classe - Flash X, Wex Versand Lecteur",108.99,Sony,,,"['class', 'classe', 'classic', 'flash', 'lecteur', 'sony', 'u3', 'versand', 'wex', 'x']",class classe classic flash lecteur sony u3 versand wex x,x wex versand u3 sony lecteur flash classic classe class,flash lecteur sony u3
262,1172518,Intenso Rainbow Line USB 2.0 (4GB) USB-Speicherstick blau,5.0,Intenso,,,"['blau', 'gb', 'intenso', 'line', 'rainbow', 'speicherstick', 'usb']",blau gb intenso line rainbow speicherstick usb,usb speicherstick rainbow line intenso gb blau,intenso line
263,574506,sandisk extreme sd (150mb/sec) gb 16go de xqd bis hd classe 100 hd kostenloser class,136.99,SanDisk,,,"['bis', 'class', 'classe', 'de', 'extreme', 'gb', 'hd', 'kostenloser', 'sandisk', 'sd', 'sec', 'xqd']",bis class classe de extreme gb hd kostenloser sandisk sd sec xqd,xqd sec sd sandisk kostenloser hd gb extreme de classe class bis,extreme gb hd kostenloser
264,730155,- Nero Dual U3 de SuperSpeed microSDHC Samsung GB X1000 pami?ci 10 10,67.99,Samsung,,,"['de', 'dual', 'gb', 'microsdhc', 'nero', 'pami?ci', 'samsung', 'superspeed', 'u3', 'x1000']",de dual gb microsdhc nero pami?ci samsung superspeed u3 x1000,x1000 u3 superspeed samsung pami?ci nero microsdhc gb dual de,microsdhc nero pami?ci samsung
265,1205292,Sandisk SF16U SDXC microSDXC Go 3 64 16GB&nbsp;Bianco 90/60,11.99,Sandisk,,,"['microsdxc', 'sandisk', 'sdxc', 'sf16u']",microsdxc sandisk sdxc sf16u,sf16u sdxc sandisk microsdxc,
266,82987,"Carte Mémoire microSDHC SanDisk Ultra Plus 64 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",37.99,,,,"['adaptateur', 'allant', 'carte', 'classe', 'de', ""jusqu'à"", 'lecture', 'microsdhc', 'mo', 'mémoire', 'plus', 's', 'sandisk', 'sd', 'ultra', 'vitesse']",adaptateur allant carte classe de jusqu'à lecture microsdhc mo mémoire plus s sandisk sd ultra vitesse,vitesse ultra sd sandisk s plus mémoire mo microsdhc lecture jusqu'à de classe carte allant adaptateur,jusqu'à lecture microsdhc mo mémoire plus
267,1115182,"Samsung Ultra Ultra Klasse UHS 16gb 32 95 (LSDMI128BBEU633A) w SDSDB-016G-Z35 MB/sec, Rouge GO AB flash (MK1531637573)",28.32,Samsung,,,"['ab', 'flash', 'gb', 'klasse', 'lsdmi128bbeu633a', 'mb', 'mk1531637573', 'rouge', 'samsung', 'sdsdb-016g', 'sec', 'uhs', 'ultra', 'w', 'z35']",ab flash gb klasse lsdmi128bbeu633a mb mk1531637573 rouge samsung sdsdb-016g sec uhs ultra w z35,z35 w ultra uhs sec sdsdb-016g samsung rouge mk1531637573 mb lsdmi128bbeu633a klasse gb flash ab,lsdmi128bbeu633a mb mk1531637573 rouge samsung sdsdb-016g
268,803882,Clé USB Lexar JUMPDRIVE S25 32GB (4110331),16.9,,,,"['clé', 'gb', 'jumpdrive', 'lexar', 's25', 'usb']",clé gb jumpdrive lexar s25 usb,usb s25 lexar jumpdrive gb clé,jumpdrive lexar
269,820274,Sandisk 8 Gb Secure Digital High Capacity (sdhc) - Class 4,15.18,,,,"['capacity', 'class', 'digital', 'gb', 'high', 'sandisk', 'sdhc', 'secure']",capacity class digital gb high sandisk sdhc secure,secure sdhc sandisk high gb digital class capacity,gb high
270,844855,Extreme 32 Micro-SDXC adaptador 64Go 32 ultra - read SD 10,250.99,Lexar,,Página,"['adaptador', 'extreme', 'micro', 'read', 'sd', 'sdxc', 'ultra']",adaptador extreme micro read sd sdxc ultra,ultra sdxc sd read micro extreme adaptador,micro read
271,459832,SD 2000x SD Ultra USB Class Karta 128gb SD,18.99,,,,"['class', 'gb', 'karta', 'sd', 'ultra', 'usb']",class gb karta sd ultra usb,usb ultra sd karta gb class,karta sd
272,1197115,Kingston karta SD 64GB Carte 90 adaptador Go + G4 till,,Kingston,,,"['adaptador', 'carte', 'g4', 'gb', 'karta', 'kingston', 'sd', 'till']",adaptador carte g4 gb karta kingston sd till,till sd kingston karta gb g4 carte adaptador,gb karta
273,279619,"Toshiba Class Pro 16 10 Speicherkarte, 16 2.0 10",103.88,Toshiba,,,"['class', 'pro', 'speicherkarte', 'toshiba']",class pro speicherkarte toshiba,toshiba speicherkarte pro class,
274,230477,"Pami?? Extreme Canvas 16GB MSD 32GB 64 300 Class INC,LJDP20-32GCRBEU,drive,flash,lexar,usb Gen",28.99,,,,"['canvas', 'class', 'drive', 'extreme', 'flash', 'gb', 'gen', 'inc', 'lexar', 'ljdp20', 'msd', 'pami', 'usb']",canvas class drive extreme flash gb gen inc lexar ljdp20 msd pami usb,usb pami msd ljdp20 lexar inc gen gb flash extreme drive class canvas,flash gb gen inc
275,885838,LEXAR CANVAS X LINE 3.0 100MB/S |,104.99,Lexar,,,"['canvas', 'lexar', 'line', 's', 'x']",canvas lexar line s x,x s line lexar canvas,lexar line
276,795727,"SanDisk SF-G SR-G1UX2A 3.1 de 16 USB 10da Interface V30 till avec + a flash - U3,",239.0,SanDisk,,,"['avec', 'de', 'flash', 'g', 'g1ux2a', 'interface', 'sandisk', 'sf', 'sr', 'till', 'u3', 'usb', 'v30']",avec de flash g g1ux2a interface sandisk sf sr till u3 usb v30,v30 usb u3 till sr sf sandisk interface g1ux2a g flash de avec,g1ux2a interface sandisk sf
277,230489,Lexar P20 128Go USB 3.0 JumpDrive - LJDP20-128CRBEU,99.0,,,,"['jumpdrive', 'lexar', 'ljdp20', 'p20', 'usb']",jumpdrive lexar ljdp20 p20 usb,usb p20 ljdp20 lexar jumpdrive,lexar ljdp20
278,812122,PNY Attaché 4 - USB-flashstation - 128 GB\n,36.51,PNY,"PNY Attaché 4 - USB-flashstation - 128 GB. CompactFlash kaart. Standaardkorting van -5% voor leden. Koop je hightech producten (computer, pc, electronica, computer accessoires) online en haal ze af in de winkel.",,"['attaché', 'flashstation', 'gb\\n', 'pny', 'usb']",attaché flashstation gb\n pny usb,usb pny gb\n flashstation attaché,flashstation gb\n
279,918621,"kingston pami?ci carte - 633x 3.1 10 gb, - c10 version) frustration-free idéale speicherkarte, carte 2.0",,Kingston,,,"['c10', 'carte', 'free', 'frustration', 'gb', 'idéale', 'kingston', 'pami?ci', 'speicherkarte', 'version']",c10 carte free frustration gb idéale kingston pami?ci speicherkarte version,version speicherkarte pami?ci kingston idéale gb frustration free carte c10,frustration gb idéale kingston
280,271454,"Pami?? 128GB Line EXTREME 100MB/s MB/s 10, SDCZ80-064G-X46 Velocità - Move, (4246500) 32GB l\'essence (16 8",19.99,,,,"['extreme', 'gb', ""l\\'essence"", 'line', 'mb', 'pami', 's', 'sdcz80', 'velocità', 'x46']",extreme gb l\'essence line mb pami s sdcz80 velocità x46,x46 velocità sdcz80 s pami mb line l\'essence gb extreme,line mb pami s
