,date,journal,pages,volume,title,author,note,address,publisher,booktitle,editor,booktile,institution,tech,Pages,year,type,month,id
340, 1990. ,," pages 524-532, "," volume 2, ", The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,," San Mateo, CA,", Morgan Kaufmann. ," Advances in Neural Information Processing Systems, "," In D. S. Touretzky, editor, ",,,,,,,,340
341,1990. ,," pages 524-532, "," volume 2, ", The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,," San Mateo, CA, ", Morgan Kaufmann. ," Advances in Neural Information Processing Systems, "," In D. S. Touretzky, editor, ",,,,,,,,341
342," (1990),",, 524-532. ,, The Cascade-Correlation Learning Architecture. ," Fahlman, S.E. and Lebiere C. ",, San Mateo: , Morgan Kaufmann. ," In Advances in Neural Information Processing Systems II (Denver 1989), "," ed. D.S. Touretzky, ",,,,,,,,342
343, 1990. ,," pp. 524-532, "," vol. 2, "," The cascade-correlation learning architecture, "," Fahlman, S.E. and Lebiere, C. ",," San Mateo, CA: "," Morgan Kauffman, "," Advances in Neural Information Processing, "," D.S. Touretzky, (Ed.) ",,,,,,,,343
344, 1989. ,," pp. 524-532, ",," ""The cascade-correlation learning architecture,"" "," S.E. Fahlman and C. Lebiere, ",," San Mateo, CA., "," Morgan Kaufmann, "," in Ad vances in Neural Information Processing Systems II, ","  edited by D. Touretzky, ",,,,,,,,344
345, 1990. ,, pages 524-532. ," volume 2, ", The cascade-correlation learning architecture. ," Fahlman, S. E. and Lebiere, C. ",," San Mateo, CA, "," Morgan Kaufmann, "," Advances in Neural Information Processing Systems, "," In Touretzky, D., editor, ",,,,,,,,345
348," (1990),",, pp. 524-532. ,," The Cascade-Correlation Learning Architecture, ", S. E. Fahlman and C. Lebiere ,," Denver, Colorado, "," Kaufmann Publishers, Inc., "," in NIPS 2, "," Editors D. Touretzky, M. ",,,,,,,,348
349, 1990. ,," pages 524-532, ",, The Cascade-Correlation learning architec-ture. , Scott E. Fahlman and Christian Lebiere. ,,,," In [13], ",,,,,,,,,349
350, 1990. ,," pages 524-532, ",, The Cascade-Correlation learning architec-ture. , Scott E. Fahlman and Christian Lebiere. ,,,," In [13], ",,,,,,,,,350
351, 1990. ,," pages 524-532, ",, The Cascade-Correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. ,,,," In [9], ",,,,,,,,,351
352,1990.,," pages 524-532, "," 2, ", The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,," San Mateo, CA, "," IEEE, Morgan Kaufmann. ", Advances in Neural Information Processing Systems," In D. S. Touretzky, editor, ",,,,,,,,352
353,1990. ,," pages 524-532, "," 2, ", The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,," San Mateo, CA, "," IEEE, Morgan Kaufmann. ", Advances in Neural Information Processing Systems," In D. S. Touretzky, editor, ",,,,,,,,353
354, 1990. ,, pp. 524-532. ," 2, "," ""The cascade correlation learning algorithm,"" "," S. Fahlman and C. Lebiere, ",,," Morgan-Kauffman, ", in Neural Information Systems," D. Touretzky, Ed,",,,,,,,,354
355, 1990. ,, pp. 524-532. ," 2, "," ""The cascade correlation learning algorithm,"" "," S. Fahlman and C. Lebiere, ",,," Morgan-Kauffman, ", in Neural Information Systems," Ed.,  D. Touretzky, ",,,,,,,,355
356," 1990, ",, pp. 524-532. ," vol. 2, "," The cascade-correlation learning architecture, "," Fahlman, S.E. and Lebiere, C. ",," San Mateo, CA: "," Morgan Kauffman, "," Advances in Neural Information Processing,"," D.S. Touretzky, (Ed.) ",,,,,,,,356
357, 1990. ,, pages 524-532. ," volume 2, ", The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,,," Morgan Kaufmann, "," Advances in Neural Information Processing Systems, "," In D. Touretzky, editor, ",,,,,,,,357
358, 1990. ,,, 2. , The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,,," Morgen Kaufmann, ", Advances in Neural Information Processing Systems," In D. S. Touretzky, editor, ",,,,,,,,358
359, 1990. ,," pages 524-532, ",, The Cascade-Correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. ,,,," In [16], ",,,,,,,,,359
360, 1990. ,," 524-532, "," Vol 2, ", The Cascade-Correlation Learning Architecture. ," Fahlman, S. E., and Lebiere, C. ",," San Mateo, CA: "," Morgan Kaufmann Publishers, ",  Advance in Neural Information Processing Systems," (Ed) In Touretzky, D. ",,,,,,,,360
361, (1990). ,,(pp. 524-532.). ,2 , The cascade-correlation learning architecture. ," Fahlman, S. and Lebiere, C. ",, Los Altos CA. ," Morgan Kaufmann Publishers, ", Advances in Neural Information Processing Systems ,"  In D.S. Touretzky (Ed.), ",,,,,,,,361
362, 1990. ,, pages 524532. ,"2, ", The cascade-correlation architecture. , S. E. Fahlman and C. Lebiere. ,," San Mateo, CA, "," Morgan Kauf mann, ", Advances in Neural Information Processing Structures ," In D. S. Touretsky, editor, ",,,,,,,,362
363, 1990. ,, pages 524532. ," 2, ", The cascade-correlation architecture. , S. E. Fahlman and C. Lebiere. ,," San Mateo, CA, "," Morgan Kauf mann, ", Advances in Neural Information Processing Structures," In D. S. Touretsky, editor, ",,,,,,,,363
364,"1989, 1990.",," pages 524-532, "," volume 2, ", The cascade-correlation learning architecture. , S. Fahlman and C. Lebiere. ,, Denver ," Morgan Kaufmann, "," Advances in Neural Information Processing Systems, "," In D. Touretzky, editor, ",,,,,,,,364
367, 1990. ,," pages 524-532, ",, The Cascade-Correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. , 38 REFERENCES ,,," In [22], ",,,,,,,,,367
368, 1990. ,, pages 524-532. ,"2, ", The cascade correlation learning algorithm. , S. Fahlman and C. Lebiere. ,,," Morgan-Kauffman, ", Neural Information Systems ," In D. Touretzky, editor, ",,,,,,,,368
369, 1990. ,, pages 524-532. ," 2, ", The cascade correlation learning algorithm. , S. Fahlman and C. Lebiere. ,,," Morgan-Kauffman, ", Neural Information Systems," In D. Touretzky, editor, ",,,,,,,,369
370, (1990). ,,," 2, "," ""The Cascade-Correlation Learning Architecture"", "," Fahlman, Scott E., ",,, Morgan Kaufman, in Advances in Neural Information Processing Systems,,,,,,,,,370
371, 1990. ,," pp. 524- ed.532, ",2," ""The cascade-correlation learning architecture,"" "," S. Fahlman, ",," (San Mateo, CA), "," Morgan Kaufmann Publishers, ", in Advances in Neural Information Processing Systems ,"D. Touretzky, ed. ",,,,,,,,371
372, 1990. ,,,2., The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,,," Morgen Kaufmann, ", Advances in Neural Information Processing Systems ," In D. S. Touretzky, editor, ",,,,,,,,372
373, 1990. ,," 524-532, "," 2, ",; The Cascaded-Correlation Learning Architecture. , S.E. Fahlman and Lebiere C. ,,,," In: Advances in Neural Information Processing Systems, ",,,,,,,,,373
374, 1990. ,,," 2, ", The Cascade-Correlation Learning Architecture. , Scott E. Fahlman and Christian Lebiere. ,,," Morgan Kauffman, ", In Advances in Neural Information Processing Systems," Touretzky, Ed. ",,,,,,,,374
375, 1990. ,,,"2, ", The Cascade-Correlation Learning Architecture. , Scott E. Fahlman and Christian Lebiere. ,,," Morgan Kauffman, ", In Advances in Neural Information Processing Systems ," Touretzky, Ed. ",,,,,,,,375
376, 1990. ,," pages 524-532, "," volume 2, ", The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,," San Mateo,", Morgan Kaufmann. ," Advances in Neural Information Processing Systems, ","  In D.S. Touretzky, editor, ",,,,,,,,376
377, 1990. ,," pages 524-532, "," volume 2, ", The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,," San Mateo,", Morgan Kaufmann. ," Advances in Neural Information Processing Systems, ","  In D.S. Touretzky, editor, ",,,,,,,,377
378, 1990. ,, pages 524-532. ,, The cascade-correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. ,,," Morgan Kauf-man, "," In Advances in Neural Information Processing Systems II, ",,,,,,,,,378
379, 1990. ,, pages 524-532. ," 2, ", The cascade correlation learning algorithm. , S. E. Fahlman and C. Lebiere. ,,"  San Mateo, CA, ","Morgan-Kauffman,", Neural Information Processing Systems,"  In D.S. Touretzky, editor, ",,,,,,,,379
380, 1990. ,," pages 524-532, ",, The cascade-correlation learning architecture. , S. Fahlman and C. Lebiere. ,," San Mateo, CA, "," IEEE, Morgan Kaufmann, "," Advances in Neural Information Processing Systems, "," In D. Touretzky, editor, ",,,,,,,,380
381, 1990. ,," pages 524-532, ",, The cascade-correlation learning architecture. , S. Fahlman and C. Lebiere. ,," San Mateo, CA, "," IEEE, Morgan Kaufmann, "," Advances in Neural Information Processing Systems, "," In D. Touretzky, editor, ",,,,,,,,381
382, 1990. ,," 2, pp. 524-532, "," Vol.2, "," ""The cascade-correlation learning architecture"", "," S.E. Fahlman and C. Lebiere, ",," San Mateo, CA, "," Morgan Kaufmann, ", Advances in Neural Information Processing Systems ,,,,,,,,,382
383, 1990. ,," 2, pp. 524-532, "," Vol.2, "," ""The cascade-correlation learning architecture"", "," S.E. Fahlman and C. Lebiere, ",," San Mateo, CA, "," Morgan Kaufmann, ", Advances in Neural Information Processing Systems ,,,,,,,,,383
384, 1990. ,," 2, pp. 524-532, "," Vol.2, "," The cascade-correlation learning architecture, "," S.E. Fahlman and C. Lebiere, ",," San Mateo, CA, "," Morgan Kaufmann,  ", Advances in Neural Information Processing Systems,,,,,,,,,384
385, 1990. ,," 2, pp. 524-532, "," Vol.2, "," The cascade-correlation learning architecture, "," S.E. Fahlman and C. Lebiere, ",," San Mateo, CA, "," Morgan Kaufmann, ", Advances in Neural Information Processing Systems ,,,,,,,,,385
386, (1990). ,,, 2. , The cascade-correlation learning architecture. ," Fahlman, S. E. & Lebiere, C. ",,, Morgan Kauffman. , Advances in Neural Information Processing Systems," In Touretzky (Ed.), ",,,,,,,,386
387, (1990). ,,, 2. , The cascade-correlation learning architecture.," Fahlman, S. E. & Lebiere, C. ",,, Morgan Kauffman., Advances in Neural Information Processing Systems," In Touretzky (Ed.),",,,,,,,,387
388, 1990. ,," pp. 524-532, "," 2, "," ""The Cascade-Correlation Learning Architecture,"" "," Fahlman, S., and Lebiere, C., ",, San Francisco: ," Morgan Kaufmann, "," Advances in Neural Information Processing Systems, "," in Touretzky, D., (ed.), ",,,,,,,,388
389, (1990). ,, pp 524-532. , 2. , The Cascade Correlation Learning Architecture.," Fahlman, S. E. and Lebiere, C. ",,," Morgan-Kauffman, ", In Neural Information Systems," Touretzky, D. S. (ed). ",,,,,,,,389
390, (1990). ,, pp 524-532. , 2. , The Cascade Correlation Learning Architecture.," Fahlman, S. E. and Lebiere, C. ",,," Morgan-Kauffman, ", In Neural Information Systems," Touretzky, D. S. (ed). ",,,,,,,,390
391," (1990),",, 524-532. ,, The Cascade-Correlation Learning Architecture. ," Fahlman, S.E. and Lebiere C. ",, San Mateo: , Morgan Kaufmann. ," In Advances in Neural Information Processing Systems II (Denver 1989), "," ed. D.S. Touretzky, ",,,,,,,,391
392," (1990), ",, pp. 524-532. ," 2, ","The Cascade-Correlation Learning Architecture, ", S. E. Fahlman and Lebiere C. ,," Denver, Colorado, "," Morgan Kauf-mann Publishers, Inc., ", in Neural Information Processing Systems," Editors D. Touretzky, ",,,,,,,,392
393," 1990, ",, pp. 524-532. ,"2, "," The Cascade-Correlation Learning Architecture, "," S. E. Fahlman and C. Lebiere, ",," Denver, Colorado, "," Morgan Kaufmann Publishers, Inc., ", in Neural Information Processing Systems ," Editors D. Touretzky, ",,,,,,,,393
394, (1991): ,, pp. 524-532 ,,"The Cascade-Correlation Learning Architecture, ", S. E. Fahlman and C. Lebiere ,,, Morgan Kaufmann. ," in Advances in Neural Information Systems II, "," D. E. Touretzky, ed. ",,,,,,,,394
395, 1990. ,," pp. 524-532, "," vol.2, ", The Cascade-Correlation Learning Architecture. , S. E. Fahlman and C. Lebiere. ,," San Mateo CA, "," Morgan Kaufmann, "," Advances in Neural Information Processing Systems (NIPS89), ",,,,,,,,,395
396, (1991). ,, 190-205. ,"3, ", The recurrent cascade-correlation architecture. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Advances in Neural Information Processing Systems ," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,396
397, (1991). ,, 190-205. ,"3, ", The recurrent cascade-correlation architecture. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Advances in Neural Information Processing Systems ," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,397
398, (1991). ,, 190-205. ," 3, ", The recurrent cascade-correlation architecture. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Advances in Neural Information Processing Systems," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,398
399, (1991). ,, 190-205. ,"3, ", The recurrent cascade-correlation architecture. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Advances in Neural Information Processing Systems ," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,399
400, (1991). ,, pages 190-196. ,"3, ", The recurrent cascade-correlation architecture. ," Fahlman, S. E. ",," San Mateo, California: ", Morgan Kaufmann Publishers. , Advances in Neural Information Processing Systems ," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,400
401, (1991). ,, pages 190-196. ," 3, ", The recurrent cascade-correlation learning algorithm. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Advances in Neural Information Processing Systems," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,401
402, (1991). ,, pages 190-196. ,"3, ", The recurrent cascade-correlation learning algorithm. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Advances in Neural Information Processing Systems ," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,402
403, (1991). ,, pages 190-196. ,, The recurrent cascade-correlation learning algorithm. ," Fahlman, S. E. ",," San Mateo, CA: ", Morgan Kaufmann. ," NIPS 3, "," In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ",,,,,,,,403
405, 1991. ,," pages 190-196, "," 3, ", The recurrent cascade-correlation architecture. , Scott E. Fahlman. ,," San Mateo, California,", Morgan Kaufmann Publishers. , Advances in Neural Information Processing Systems," In R. P. Lipp-mann, J. E. Moody, and D. S. Touretzky, editors, ",,,,,,,,405
406, 1991. ,, pages 190-196. ,"3, ", The recurrent cascade-correlation architecture. , S. Fahlman. ,," San Mateo, California, "," Morgan Kaufmann Publishers, Inc., ", Advances in Neural Information Processing Systems ," In R. Lippmann, J. Moody, and D. Touretzky, editors, ",,,,,,,,406
407, 1991. ,," pages 190-196, "," 3, ", The recurrent cascade-correlation architecture. , Scott E. Fahlman. ,," San Mateo, California,", Morgan Kaufmann Publishers. , Advances in Neural Information Processing Systems," In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors, ",,,,,,,,407
408, 1991. ,," pp. 190-196, ",3," ""The recurrent cascade-correlation architecture,"" "," S. Fahlman, ",," (San Mateo, CA), "," Morgan Kaufmann Publishers, ", in Advances in Neural Information Processing Systems ," R.P.Lippmann, J. Moody, and D. Touretzky, eds.), ",,,,,,,,408
409, 1991. ,," pages 190-196, ","3, ", The recurrent cascade-correlation architecture. , Scott E. Fahlman. ,," San Mateo, California,", Morgan Kaufmann Publishers. , Advances in Neural Information Processing Systems ," In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors, ",,,,,,,,409
410,1991. ,," pages 190-196, "," 3, ", The recurrent cascade-correlation architecture. , Scott E. Fahlman. ,," San Mateo, California, ", Morgan Kaufmann Publishers. , Advances in Neural Information Processing Systems," In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors, ",,,,,,,,410
411, 1991. ,, pages 190 196. ,"3, ", The recurrent cascade-correlation architecture. , S. Fahlman. ,," San Mateo, CA, "," Morgan Kaufmann, ", Advances in Neural Information Processing Systems ," In R. Lippmann, J. Moody, and D. Touretzky, editors, ",,,,,,,,411
412, 1991. ,, pages 190 196. ,"3, ", The recurrent cascade-correlation architecture. , S. Fahlman. ,," San Mateo, CA, "," Morgan Kaufmann, ", Advances in Neural Information Processing Systems ," In R. Lippmann, J. Moody, and D. Touretzky, editors, ",,,,,,,,412
413,(1991). ,,," 3, "," ""The Recurrent Cascade-Correlation Architecture"", "," Fahlman, Scott E., ",,, Morgan Kaufman , in Advances in Neural Information Processing Systems,,,,,,,,,413
414, 1991. ,," pp. 190-196, ",3 ," ""The recurrent cascade-correlation architecture,"""," S. Fahlman, ",," (San Mateo, CA), "," Morgan Kaufmann Publishers, ", in Advances in Neural Information Pro--cessing Systems ,"R. Lippmann, J. Moody, and D. Touretzky, eds.",,,,,,,,414
415, 1991. ,, pages 137-156. ," chapter 6, ", Design considerations for CMU common lisp. , Scott E. Fahlman and David B. McDonald. ,,," The MIT Press, "," Advanced Language Implementation,"," In Peter Lee, editor, ",,,,,,,,415
416, 1991. ,, pages 137-156. ," chapter 6, ", Design considerations for CMU common lisp. , Scott E. Fahlman and David B. McDonald. ,,," The MIT Press, "," Advanced Language Implementation,"," In Peter Lee, editor, ",,,,,,,,416
417, (1991). ,,,, The Recurrent Cascade-Correlation Architecture. ," Fahlman, S.E. ",, Pittsburgh.,,,,," School of Computer Science, Carneige Mellon University, "," CMU-CS-91-100, ",,,,,417
418, May ,,,," ""The Recurrent Cascade-Correlation Architecture,"" "," Scott E. Fahlman, ",,,,,,," Dept. of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-100, ",,,,,418
419, May ,,,," ""The Recurrent Cascade-Correlation Architecture,"" "," Scott E. Fahlman, ",,,,,,," Dept. of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-100, ",,,,,419
420, May ,,,," ""The Recurrent Cascade-Correlation Architecture,"" "," Scott E. Fahlman, ",,,,,,," Dept. of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-100, ",,,,,420
421, 1993.,,pages 85-89.,, Some thoughts on NETL 15 years later., Scott E. Fahlman. ," Working Notes, Spring Symposium Series, ",," AAAI,"," Innovative Applications of Massive Parallelism, "," In James Geller, editor,",, Stanford University. ,,,,,,421
422," (1993), ",,,," CMU Benchmark Collection for Neural Net Learning Algorithms, "," Fahlman, S. E. ",, Pittsburgh. ,,,,," Carnegie Mellon University, School of Computer Science, ",,,,,,422
423, 1996. ,,,," The Cascade 2 Learning Architecture, "," S. E. Fahlman, L. D. Baker and J. A. Boyan, ",,,,,,," CMU-CS-TR-96-184, Carnegie Mellon University, "," Technical Report, ",,,,,423
424, 1996. ,,,," The Cascade 2 Learning Architecture, "," S. E. Fahlman, L. D. Baker and J. A. Boyan, ",,,,,,," CMU-CS-TR-96-184, Carnegie Mellon University, "," Technical Report, ",,,,,424
425, 1996. ,,,," The Cascade 2 Learning Architecture, "," S. E. Fahlman, L. D. Baker and J. A. Boyan, ",,,,,,," CMU-CS-TR-96-184, Carnegie Mellon University, "," Technical Report, ",,,,,425
426, 1993. ,, 43-48. ,, A Space Based Model for User Interaction in Shared Synthetic Environments. ," Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson. ",,," ACM, NY: ", In Proceedings of InterCHI93 (Amsterdam).,,,,,,,,,426
427, 1993. ,, 43-48. ,, A Space Based Model for User Interaction in Shared Synthetic Environments. ," Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson. ",,," ACM, NY: ", In proceedings of the InterCHI93 conference (Amsterdam).,,,,,,,,,427
428, March ,," pp. 113-114, ",," Low bit-rate coding through animation, "," R. Forchheimer and O. Fahlander, ",,,," in Proceedings Picture Coding Symposium (PCS-83), Davis, ",,,,,,,,,428
430, Oct. ,, pages 176-191. ,, A register allocation framework based on hierarchical cyclic interval graphs. ," L. J. Hendren, G. R. Gao, E. R. Altman, and C. Muk-erji. ",,," Springer-Verlag, "," Proc. of the Intl. Conf. on Compiler Construction, number 641 in Lec. Notes in Comp. Sci., "," In U. Kastens and P. Pfahler, editors, ",,,,,,,,430
431, (1995)," Perception, ",," 24, ", A recurrent model for learning a hyperacuity task. ," Herzog, M.H. & Fahle, M. ",,,,,,,,,,,,,431
432, 1991. ,,,, Learning with limited numerical precision using the cascade-correlation algorithm. ," Hoehfeld, M. and Fahlman, S. E. ",," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie-Mellon University, "," Preprint, ",,,,,432
433, July ," IEEE Transactions on Neural Networks, ",," vol. 3, no. 4, ", Learning with Limited Numerical Precision Using the Cascade-Correlation Algorithm. , M. H. Hoehfeld and S. Fahlman. ,,,,,,,,,,,,,433
434," October 5-7, ",, pp.  125-140," Vol. 641,"," The interprocedural coincidence theorem, "," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," Paderborn FRG, "," Pfahler,Springer-Verlag, "," in Proceedings of the Fourth International Conference on Compiler Construction, ", U. Kastens and P. ed. ,,,,,,,,434
435," October 5-7, ",,pp. 125-140 ," Vol. 641,"," The interprocedural coincidence theorem, "," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn "," Springer-Verlag, ","in Proceedings of the Fourth International Conference on Compiler Construction, "," U. Kastens and P. Pfahler, ed. ",,,,,,,,435
436," October 5-7, ",, pp.125-140 ," Vol. 641, "," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn "," Springer-Verlag, ","in Proceedings of the Fourth International Conference on Compiler Construction,"," U. Kastens and P. Pfahler, ed. ",,,,,,,,436
437," October 5-7, ",, pp. 125-140,"Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn "," Springer-Verlag, "," in Proceedings of the Fourth International Conference on Compiler Construction,"," U. Kastens and P. Pfahler, ed. ",,,,,,,,437
438, Oct. ,, pp.125-140 ," Vol. 641, "," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lec. Notes in Comp. Sci.,"," FRG, Paderborn "," Pfahler,Springer-Verlag, ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,", U. Kastens and P. ed. ,,,,,,,,438
439, Oct. ,, pp. 125-140 ," Vol. 641, "," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lec. Notes in Comp. Sci.,"," FRG, Paderborn "," Pfahler,Springer-Verlag, ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,", U. Kastens and P. ed.,,,,,,,,439
440," October 5-7, ",, pp. 125-140," Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, paderborn "," Pfahler,Springer-Verlag, "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed.,,,,,,,,440
441," October 5-7, ",, pp. 125-140,"Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn, "," Pfahler,Springer-Verlag, "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed. ,,,,,,,,441
442," October 5-7, ",, pp.125-140 ," Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, paderborn"," Pfahler, ","in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed.  ,,,,,,,,442
443," October 5-7, ",, pp.125-140," Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn,"," Pfahler,Springer-Verlag, "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed. ,,,,,,,,443
444, Oct. ,, pp. 125-140 ," Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lec. Notes in Comp. Sci.,"," FRG, Paderborn,"," Pfahler,Springer-Verlag, ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,", U. Kastens and P. ed. ,,,,,,,,444
445," October 5-7, ",, pp.125-140," Vol. 641, "," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn "," Pfahler,Springer-Verlag, "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed ,,,,,,,,445
446," October 5-7, ",, pp. 125-140 ," Vol. 641,"," The interprocedural coincidence theorem,"," Knoop, J. and Steffen, B., "," Lecture Notes in Computer Science,"," FRG, Paderborn, "," Pfahler,Springer-Verlag, ","in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed.  ,,,,,,,,446
447, 1992. ,, pages 125-140. ,"  Vol. 641, ", The interprocedural coincidence theorem. , J. Knoop and B. Steffen. ,,," Springer Verlag, "," Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science"," In U. Kastens and P. Pfahler, editors, ",,,,,,,,447
448, 1992. ,, pages 125-140. ," Vol. 641, ", The interprocedural coincidence theorem. , J. Knoop and B. Steffen. ,,," Springer Verlag, "," Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science"," In U. Kastens and P. Pfahler, editors, ",,,,,,,,448
449, October ,," pages 125-140, "," Vol. 641, ", The interprocedural coincidence theorem. , J. Knoop and B. Steffen. ," Appeared as Lecture Notes in Computer Science,"," Paderborn, FRG, "," Springer-Verlag, "," In Proceedings of the Fourth International Conference on Compiler Construction, "," U. Kastens and P. Pfahler (eds.), ",,,,,,,,449
450, 1992. ,, pages 271-277. ,, Improving the performance of parallel lisp by compile time analysis. , Jurgen Knopp. ,,," Springer-Verlag, "," Compiler Construction, volume 641 of Lecture Notes in Computer Science, "," In U. Kastnes and P. Pfahler, editors, ",,,,,,,,450
453,Oct 92. ,," pages 278-296, ",, a code generator for lazy functional languages. , Koen Langendoen and Pieter Hartel. FCG: ,," Paderborn, Germany, ", Springer-Verlag. ," Proceedings of the Conference on Compiler Construction, "," In P. Pfahler U. Kastens, editor, ",,,,,,,,453
454, October ,," pp 278-296, ",," a code generator for lazy functional languages, in Compiler construction (CC), "," K.G. Langendoen and P.H. Hartel, FCG: ",,"Paderborn, Germany, ",," Proceedings of the International Workshop on Compiler Construction, "," Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds), ",,,,,,,,454
455, April ,,,, Internal design of cmu common lisp on the IBM RT PC. ," David B. McDonald, Scott E. Fahlman, and Skef Wholey. ",,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-87-157, ",,,,,455
456, January ,,,, Language design and implementation by selection. , P. Pfahler and U. Kastens. ,," Paris, France, ",," In First ACM SIGPLAN Workshop on Domain-Specific Languages, ",,,,,,,,,456
457, January ,,,, Language design and implementation by selection. , P. Pfahler and U. Kastens. ,," Paris, France, ",," In First ACM SIGPLAN Workshop on Domain-Specific Languages, ",,,,,,,,,457
458, (1992). ," Science, ", 1018-1021. , 256 , Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,,458
459, (1992). ," Science, ", 1018-1021. , 256 , Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,,459
460, (1992). ," Science, ", 1018-1021. , 256 , Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,,460
461, (1992). ," Science, ", 1018-1021. , 256 , Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,,461
462, (1992). ," Science, ", 1018-1021. , 256 , Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,,462
