ProdName,Annotations
Lenovo Laptop D Ideapad Intel Core i5 Processor (8th Gen) 39.62 cm (15.6 inch)  8 GB DDR4  1 TB HDD,"[(0, 6, 'Brand'), (7, 13, 'Category'), (14, 15, 'OS'), (16, 23, 'Model'), (24, 57, 'Processor'), (58, 79, 'Dim'), (80, 90, 'RAM'), (91, 99, 'Disk')]"
Laptop Intel Core i5 Processor (8th Gen) ProBook HP 1 TB HDD 4 GB DDR4  64 bit Windows 10 39.62 cm (15.6 inch) ,"[(0, 6, 'Category'), (7, 40, 'Processor'), (41, 48, 'Model'), (49, 51, 'Brand'), (52, 60, 'Disk'), (61, 71, 'RAM'), (72, 89, 'OS'), (90, 111, 'Dim')]"
39.62 cm (15.6 inch)  Intel Core i5 Processor (8th Gen) Laptop Dell 1 TB HDD|128 GB SSD G 8 GB DDR4  64 bit Windows 10,"[(0, 21, 'Dim'), (22, 55, 'Processor'), (56, 62, 'Category'), (63, 67, 'Brand'), (68, 87, 'Disk'), (88, 89, 'Model'), (90, 100, 'RAM'), (101, 118, 'OS')]"
64 bit Windows 10 Laptop Envy 8 GB DDR4  512 GB SSD 33.78 cm (13.3 inch) Touchscreen  HP Intel Core i5 Processor (10th Gen),"[(0, 17, 'OS'), (18, 24, 'Category'), (25, 29, 'Model'), (30, 40, 'RAM'), (41, 51, 'Disk'), (52, 85, 'Dim'), (86, 88, 'Brand'), (89, 123, 'Processor')]"
Intel Core i7 Processor (9th Gen) 43.94 cm (17.3 inch)  TravelMate Laptop 64 bit Windows 10 1 TB HDD|256 GB SSD 16 GB DDR4  Acer,"[(0, 33, 'Processor'), (34, 55, 'Dim'), (56, 66, 'Model'), (67, 73, 'Category'), (74, 91, 'OS'), (92, 111, 'Disk'), (112, 123, 'RAM'), (124, 128, 'Brand')]"
Intel Core i5 Processor (8th Gen) Laptop 35.56 cm (14 inch)  8 GB DDR4  1 TB HDD|256 GB SSD Vivo 64 bit Windows 10 Asus,"[(0, 33, 'Processor'), (34, 40, 'Category'), (41, 60, 'Dim'), (61, 71, 'RAM'), (72, 91, 'Disk'), (92, 96, 'Model'), (97, 114, 'OS'), (115, 119, 'Brand')]"
Intel Core i3 Processor (7th Gen) 4 GB DDR4  39.62 cm (15.6 inch)  Laptop 64 bit Windows 10 Lenovo Ideapad 1 TB HDD,"[(0, 33, 'Processor'), (34, 44, 'RAM'), (45, 66, 'Dim'), (67, 73, 'Category'), (74, 91, 'OS'), (92, 98, 'Brand'), (99, 106, 'Model'), (107, 115, 'Disk')]"
64 bit Windows 10 Laptop 16 GB DDR4  Intel Core i7 Processor (9th Gen) Asus Vivo 512 GB SSD 39.62 cm (15.6 inch) ,"[(0, 17, 'OS'), (18, 24, 'Category'), (25, 36, 'RAM'), (37, 70, 'Processor'), (71, 75, 'Brand'), (76, 80, 'Model'), (81, 91, 'Disk'), (92, 113, 'Dim')]"
64 bit Windows 10 HP Zbook 1 TB HDD Intel Core i3 Processor (7th Gen) 4 GB DDR4  39.62 cm (15.6 inch)  Laptop,"[(0, 17, 'OS'), (18, 20, 'Brand'), (21, 26, 'Model'), (27, 35, 'Disk'), (36, 69, 'Processor'), (70, 80, 'RAM'), (81, 102, 'Dim'), (103, 109, 'Category')]"
Intel Core i5 Processor (10th Gen) 39.62 cm (15.6 inch)  64 bit Windows 10 512 GB SSD Ideapad 8 GB DDR4  Lenovo Laptop,"[(0, 34, 'Processor'), (35, 56, 'Dim'), (57, 74, 'OS'), (75, 85, 'Disk'), (86, 93, 'Model'), (94, 104, 'RAM'), (105, 111, 'Brand'), (112, 118, 'Category')]"
64 bit Windows 10 AMD APU Dual Core A6 Processor Laptop 35.56 cm (14 inch)  Ideapad Lenovo 1 TB HDD 4 GB DDR4 ,"[(0, 17, 'OS'), (18, 48, 'Processor'), (49, 55, 'Category'), (56, 75, 'Dim'), (76, 83, 'Model'), (84, 90, 'Brand'), (91, 99, 'Disk'), (100, 110, 'RAM')]"
39.62 cm (15.6 inch)  Laptop Intel Core i5 Processor (8th Gen) Pavilion 8 GB DDR4  64 bit Windows 10 1 TB HDD HP,"[(0, 21, 'Dim'), (22, 28, 'Category'), (29, 62, 'Processor'), (63, 71, 'Model'), (72, 82, 'RAM'), (83, 100, 'OS'), (101, 109, 'Disk'), (110, 112, 'Brand')]"
AMD APU Dual Core A6 Processor HP 4 GB DDR4  Zbook D 35.56 cm (14 inch)  Laptop 1 TB HDD,"[(0, 30, 'Processor'), (31, 33, 'Brand'), (34, 44, 'RAM'), (45, 50, 'Model'), (51, 52, 'OS'), (53, 72, 'Dim'), (73, 79, 'Category'), (80, 88, 'Disk')]"
64 bit Windows 10 Laptop Avita 8 GB DDR3  Intel Core i5 Processor (7th Gen) 35.56 cm (14 inch)  Liber 256 GB SSD,"[(0, 17, 'OS'), (18, 24, 'Category'), (25, 30, 'Brand'), (31, 41, 'RAM'), (42, 75, 'Processor'), (76, 95, 'Dim'), (96, 101, 'Model'), (102, 112, 'Disk')]"
AMD Ryzen 5 Quad Core Processor Acer 1 TB HDD 64 bit Windows 10 8 GB DDR4  Laptop 39.62 cm (15.6 inch)  Nitro,"[(0, 31, 'Processor'), (32, 36, 'Brand'), (37, 45, 'Disk'), (46, 63, 'OS'), (64, 74, 'RAM'), (75, 81, 'Category'), (82, 103, 'Dim'), (104, 109, 'Model')]"
AMD Ryzen 5 Quad Core Processor 512 GB SSD 64 bit Windows 10 39.62 cm (15.6 inch)  Laptop Lenovo 8 GB DDR4  Ideapad,"[(0, 31, 'Processor'), (32, 42, 'Disk'), (43, 60, 'OS'), (61, 82, 'Dim'), (83, 89, 'Category'), (90, 96, 'Brand'), (97, 107, 'RAM'), (108, 115, 'Model')]"
16 GB DDR4  39.62 cm (15.6 inch)  Intel Core i7 Processor (9th Gen) Predator 1 TB HDD|256 GB SSD Acer 64 bit Windows 10 Laptop,"[(0, 11, 'RAM'), (12, 33, 'Dim'), (34, 67, 'Processor'), (68, 76, 'Model'), (77, 96, 'Disk'), (97, 101, 'Brand'), (102, 119, 'OS'), (120, 126, 'Category')]"
64 bit Windows 10 Intel Core i7 Processor (9th Gen) 16 GB DDR4  43.94 cm (17.3 inch)  2 TB HDD|256 GB SSD Acer Aspire Laptop,"[(0, 17, 'OS'), (18, 51, 'Processor'), (52, 63, 'RAM'), (64, 85, 'Dim'), (86, 105, 'Disk'), (106, 110, 'Brand'), (111, 117, 'Model'), (118, 124, 'Category')]"
Vivo Asus 8 GB DDR4  AMD APU Quad Core A12 Processor 64 bit Windows 10 512 GB SSD Laptop 35.56 cm (14 inch) ,"[(0, 4, 'Model'), (5, 9, 'Brand'), (10, 20, 'RAM'), (21, 52, 'Processor'), (53, 70, 'OS'), (71, 81, 'Disk'), (82, 88, 'Category'), (89, 108, 'Dim')]"
Laptop 8 GB DDR4  AMD Ryzen 5 Quad Core Processor (2nd Gen) 64 bit Windows 10 35.56 cm (14 inch)  Vivo 512 GB SSD Asus,"[(0, 6, 'Category'), (7, 17, 'RAM'), (18, 59, 'Processor'), (60, 77, 'OS'), (78, 97, 'Dim'), (98, 102, 'Model'), (103, 113, 'Disk'), (114, 118, 'Brand')]"
256 GB SSD Asus Intel Core i3 Processor (7th Gen) 64 bit Windows 10 Laptop 35.56 cm (14 inch)  4 GB DDR4  Vivo,"[(0, 10, 'Disk'), (11, 15, 'Brand'), (16, 49, 'Processor'), (50, 67, 'OS'), (68, 74, 'Category'), (75, 94, 'Dim'), (95, 105, 'RAM'), (106, 110, 'Model')]"
512 GB SSD Laptop 35.56 cm (14 inch)  Vivo 8 GB DDR4  64 bit Windows 10 Asus Intel Core i5 Processor (8th Gen),"[(0, 10, 'Disk'), (11, 17, 'Category'), (18, 37, 'Dim'), (38, 42, 'Model'), (43, 53, 'RAM'), (54, 71, 'OS'), (72, 76, 'Brand'), (77, 110, 'Processor')]"
1 TB HDD|256 GB SSD 64 bit Windows 10 Laptop HP Pavilion 8 GB DDR4  39.62 cm (15.6 inch)  Intel Core i5 Processor (9th Gen),"[(0, 19, 'Disk'), (20, 37, 'OS'), (38, 44, 'Category'), (45, 47, 'Brand'), (48, 56, 'Model'), (57, 67, 'RAM'), (68, 89, 'Dim'), (90, 123, 'Processor')]"
39.62 cm (15.6 inch)  Laptop 512 GB SSD Inspiron Dell Intel Core i7 Processor (9th Gen) 16 GB DDR4  64 bit Windows 10,"[(0, 21, 'Dim'), (22, 28, 'Category'), (29, 39, 'Disk'), (40, 48, 'Model'), (49, 53, 'Brand'), (54, 87, 'Processor'), (88, 99, 'RAM'), (100, 117, 'OS')]"
Lenovo 64 bit Windows 10 39.62 cm (15.6 inch)  1 TB HDD Intel Core i3 Processor (8th Gen) Ideapad 4 GB DDR4  Laptop,"[(0, 6, 'Brand'), (7, 24, 'OS'), (25, 46, 'Dim'), (47, 55, 'Disk'), (56, 89, 'Processor'), (90, 97, 'Model'), (98, 108, 'RAM'), (109, 115, 'Category')]"
256 GB SSD 8 GB DDR3  Mac 33.78 cm (13.3 inch)  Laptop Intel Core i5 Processor (8th Gen) MacBook Pro Apple,"[(0, 10, 'Disk'), (11, 21, 'RAM'), (22, 25, 'OS'), (26, 47, 'Dim'), (48, 54, 'Category'), (55, 88, 'Processor'), (89, 100, 'Model'), (101, 106, 'Brand')]"
33.78 cm (13.3 inch)  Laptop ZenBook 64 bit Windows 10 Intel Core i5 Processor (8th Gen) Asus 256 GB SSD 8 GB DDR3 ,"[(0, 21, 'Dim'), (22, 28, 'Category'), (29, 36, 'Model'), (37, 54, 'OS'), (55, 88, 'Processor'), (89, 93, 'Brand'), (94, 104, 'Disk'), (105, 115, 'RAM')]"
Lenovo 39.62 cm (15.6 inch)  64 bit Windows 10 1 TB HDD Ideapad Intel Core i5 Processor (8th Gen) 4 GB DDR4  Laptop,"[(0, 6, 'Brand'), (7, 28, 'Dim'), (29, 46, 'OS'), (47, 55, 'Disk'), (56, 63, 'Model'), (64, 97, 'Processor'), (98, 108, 'RAM'), (109, 115, 'Category')]"
35.56 cm (14 inch)  Zbook 4 GB DDR4  1 TB HDD D Laptop Intel Core i3 Processor (7th Gen) HP,"[(0, 19, 'Dim'), (20, 25, 'Model'), (26, 36, 'RAM'), (37, 45, 'Disk'), (46, 47, 'OS'), (48, 54, 'Category'), (55, 88, 'Processor'), (89, 91, 'Brand')]"
HP 64 bit Windows 10 33.78 cm (13.3 inch) Touchscreen  Intel Core i5 Processor (10th Gen) 8 GB DDR4  256 GB SSD Envy Laptop,"[(0, 2, 'Brand'), (3, 20, 'OS'), (21, 54, 'Dim'), (55, 89, 'Processor'), (90, 100, 'RAM'), (101, 111, 'Disk'), (112, 116, 'Model'), (117, 123, 'Category')]"
Intel Core i5 Processor (10th Gen) Laptop 64 bit Windows 10 HP 35.56 cm (14 inch)  Pavilion 512 GB SSD 8 GB DDR4 ,"[(0, 34, 'Processor'), (35, 41, 'Category'), (42, 59, 'OS'), (60, 62, 'Brand'), (63, 82, 'Dim'), (83, 91, 'Model'), (92, 102, 'Disk'), (103, 113, 'RAM')]"
39.62 cm (15.6 inch) Touchscreen  Laptop Intel Core i9 Processor (9th Gen) Asus 64 bit Windows 10 ZenBook 1 TB SSD 32 GB DDR4 ,"[(0, 33, 'Dim'), (34, 40, 'Category'), (41, 74, 'Processor'), (75, 79, 'Brand'), (80, 97, 'OS'), (98, 105, 'Model'), (106, 114, 'Disk'), (115, 126, 'RAM')]"
Intel Core i5 Processor (8th Gen) Pavilion 8 GB DDR4  35.56 cm (14 inch) Touchscreen  64 bit Windows 10 HP Laptop 1 TB HDD|8 GB SSD,"[(0, 33, 'Processor'), (34, 42, 'Model'), (43, 53, 'RAM'), (54, 85, 'Dim'), (86, 103, 'OS'), (104, 106, 'Brand'), (107, 113, 'Category'), (114, 131, 'Disk')]"
1 TB HDD|256 GB SSD 8 GB DDR4  64 bit Windows 10 Intel Core i5 Processor (9th Gen) Laptop Nitro 39.62 cm (15.6 inch)  Acer,"[(0, 19, 'Disk'), (20, 30, 'RAM'), (31, 48, 'OS'), (49, 82, 'Processor'), (83, 89, 'Category'), (90, 95, 'Model'), (96, 117, 'Dim'), (118, 122, 'Brand')]"
39.62 cm (15.6 inch)  Ideapad 1 TB HDD D Lenovo Intel Core i3 Processor (7th Gen) 4 GB DDR4  Laptop,"[(0, 21, 'Dim'), (22, 29, 'Model'), (30, 38, 'Disk'), (39, 40, 'OS'), (41, 47, 'Brand'), (48, 81, 'Processor'), (82, 92, 'RAM'), (93, 99, 'Category')]"
64 bit Windows 10 Intel Core i3 Processor (7th Gen) 35.56 cm (14 inch)  HP Laptop EliteBook 4 GB DDR4  1 TB HDD,"[(0, 17, 'OS'), (18, 51, 'Processor'), (52, 71, 'Dim'), (72, 74, 'Brand'), (75, 81, 'Category'), (82, 91, 'Model'), (92, 102, 'RAM'), (103, 111, 'Disk')]"
1 TB HDD AMD Ryzen 5 Quad Core Processor 64 bit Windows 10 39.62 cm (15.6 inch)  Asus 4 GB DDR4  Laptop TUF Gaming,"[(0, 8, 'Disk'), (9, 40, 'Processor'), (41, 58, 'OS'), (59, 80, 'Dim'), (81, 85, 'Brand'), (86, 96, 'RAM'), (97, 103, 'Category'), (104, 114, 'Model')]"
Intel Core i3 Processor (8th Gen) 1 TB HDD HP 64 bit Windows 10 8 GB DDR4  39.62 cm (15.6 inch)  Laptop Pavilion,"[(0, 33, 'Processor'), (34, 42, 'Disk'), (43, 45, 'Brand'), (46, 63, 'OS'), (64, 74, 'RAM'), (75, 96, 'Dim'), (97, 103, 'Category'), (104, 112, 'Model')]"
Intel Core i5 Processor (8th Gen) 35.56 cm (14 inch)  1 TB HDD|256 GB SSD Asus 8 GB DDR4  Vivo 64 bit Windows 10 Laptop,"[(0, 33, 'Processor'), (34, 53, 'Dim'), (54, 73, 'Disk'), (74, 78, 'Brand'), (79, 89, 'RAM'), (90, 94, 'Model'), (95, 112, 'OS'), (113, 119, 'Category')]"
512 GB SSD Apple 8 GB DDR3  Mac Intel Core i5 Processor (8th Gen) MacBook Pro 33.78 cm (13.3 inch)  Laptop,"[(0, 10, 'Disk'), (11, 16, 'Brand'), (17, 27, 'RAM'), (28, 31, 'OS'), (32, 65, 'Processor'), (66, 77, 'Model'), (78, 99, 'Dim'), (100, 106, 'Category')]"
8 GB DDR4  35.56 cm (14 inch)  Asus Laptop 512 GB SSD Vivo Intel Core i5 Processor (8th Gen) 64 bit Windows 10,"[(0, 10, 'RAM'), (11, 30, 'Dim'), (31, 35, 'Brand'), (36, 42, 'Category'), (43, 53, 'Disk'), (54, 58, 'Model'), (59, 92, 'Processor'), (93, 110, 'OS')]"
1 TB HDD 35.56 cm (14 inch)  Laptop 64 bit Windows 10 Lenovo Intel Core i3 Processor (10th Gen) Ideapad 4 GB DDR4 ,"[(0, 8, 'Disk'), (9, 28, 'Dim'), (29, 35, 'Category'), (36, 53, 'OS'), (54, 60, 'Brand'), (61, 95, 'Processor'), (96, 103, 'Model'), (104, 114, 'RAM')]"
HP 39.62 cm (15.6 inch)  64 bit Windows 10 Laptop ProBook 4 GB DDR4  AMD APU Dual Core A9 Processor 500 GB HDD,"[(0, 2, 'Brand'), (3, 24, 'Dim'), (25, 42, 'OS'), (43, 49, 'Category'), (50, 57, 'Model'), (58, 68, 'RAM'), (69, 99, 'Processor'), (100, 110, 'Disk')]"
4 GB DDR4  256 GB SSD HP 35.56 cm (14 inch) Touchscreen  Laptop Intel Core i3 Processor (8th Gen) Pavilion 64 bit Windows 10,"[(0, 10, 'RAM'), (11, 21, 'Disk'), (22, 24, 'Brand'), (25, 56, 'Dim'), (57, 63, 'Category'), (64, 97, 'Processor'), (98, 106, 'Model'), (107, 124, 'OS')]"
Avita 8 GB DDR4  64 bit Windows 10 Laptop Liber Intel Core i5 Processor (8th Gen) 35.56 cm (14 inch)  256 GB SSD,"[(0, 5, 'Brand'), (6, 16, 'RAM'), (17, 34, 'OS'), (35, 41, 'Category'), (42, 47, 'Model'), (48, 81, 'Processor'), (82, 101, 'Dim'), (102, 112, 'Disk')]"
Laptop 8 GB DDR4  AMD Ryzen 7 Quad Core Processor 1 TB HDD|128 GB SSD 39.62 cm (15.6 inch)  HP Pavilion 64 bit Windows 10,"[(0, 6, 'Category'), (7, 17, 'RAM'), (18, 49, 'Processor'), (50, 69, 'Disk'), (70, 91, 'Dim'), (92, 94, 'Brand'), (95, 103, 'Model'), (104, 121, 'OS')]"
Microsoft 8 GB DDR3  256 GB SSD 34.29 cm (13.5 inch) Touchscreen  Intel Core i7 Processor (7th Gen) Laptop Surface 64 bit Windows 10,"[(0, 9, 'Brand'), (10, 20, 'RAM'), (21, 31, 'Disk'), (32, 65, 'Dim'), (66, 99, 'Processor'), (100, 106, 'Category'), (107, 114, 'Model'), (115, 132, 'OS')]"
8 GB DDR3  64 bit Windows 10 Asus 256 GB SSD Laptop 35.56 cm (14 inch)  ZenBook Intel Core i5 Processor (8th Gen),"[(0, 10, 'RAM'), (11, 28, 'OS'), (29, 33, 'Brand'), (34, 44, 'Disk'), (45, 51, 'Category'), (52, 71, 'Dim'), (72, 79, 'Model'), (80, 113, 'Processor')]"
Gaming 64 bit Windows 10 Intel Core i7 Processor (9th Gen) 1 TB SSD 39.62 cm (15.6 inch)  32 GB DDR4  Laptop MSI,"[(0, 6, 'Model'), (7, 24, 'OS'), (25, 58, 'Processor'), (59, 67, 'Disk'), (68, 89, 'Dim'), (90, 101, 'RAM'), (102, 108, 'Category'), (109, 112, 'Brand')]"
256 GB SSD 64 bit Windows 10 Avita Liber Laptop 35.56 cm (14 inch)  Intel Core i5 Processor (8th Gen) 8 GB DDR4 ,"[(0, 10, 'Disk'), (11, 28, 'OS'), (29, 34, 'Brand'), (35, 40, 'Model'), (41, 47, 'Category'), (48, 67, 'Dim'), (68, 101, 'Processor'), (102, 112, 'RAM')]"
64 bit Windows 10 1 TB HDD 8 GB DDR4  Nitro Intel Core i7 Processor (8th Gen) Acer Laptop 39.62 cm (15.6 inch) ,"[(0, 17, 'OS'), (18, 26, 'Disk'), (27, 37, 'RAM'), (38, 43, 'Model'), (44, 77, 'Processor'), (78, 82, 'Brand'), (83, 89, 'Category'), (90, 111, 'Dim')]"
64 bit Windows 10 8 GB DDR4  Asus Laptop 1 TB HDD|256 GB SSD Vivo 35.56 cm (14 inch)  Intel Core i5 Processor (8th Gen),"[(0, 17, 'OS'), (18, 28, 'RAM'), (29, 33, 'Brand'), (34, 40, 'Category'), (41, 60, 'Disk'), (61, 65, 'Model'), (66, 85, 'Dim'), (86, 119, 'Processor')]"
Vivo Asus Intel Core i3 Processor (7th Gen) 64 bit Windows 10 35.56 cm (14 inch)  4 GB DDR4  256 GB SSD Laptop,"[(0, 4, 'Model'), (5, 9, 'Brand'), (10, 43, 'Processor'), (44, 61, 'OS'), (62, 81, 'Dim'), (82, 92, 'RAM'), (93, 103, 'Disk'), (104, 110, 'Category')]"
1 TB HDD|128 GB SSD Laptop Lenovo 64 bit Windows 10 Legion Intel Core i7 Processor (8th Gen) 39.62 cm (15.6 inch)  8 GB DDR4 ,"[(0, 19, 'Disk'), (20, 26, 'Category'), (27, 33, 'Brand'), (34, 51, 'OS'), (52, 58, 'Model'), (59, 92, 'Processor'), (93, 114, 'Dim'), (115, 125, 'RAM')]"
64 bit Windows 10 33.78 cm (13.3 inch) Touchscreen  8 GB DDR4  Intel Core i5 Processor (8th Gen) Laptop Lenovo 512 GB SSD Yoga,"[(0, 17, 'OS'), (18, 51, 'Dim'), (52, 62, 'RAM'), (63, 96, 'Processor'), (97, 103, 'Category'), (104, 110, 'Brand'), (111, 121, 'Disk'), (122, 126, 'Model')]"
8 GB DDR4  Laptop Pavilion 39.62 cm (15.6 inch)  HP 64 bit Windows 10 Intel Core i7 Processor (9th Gen) 1 TB HDD|256 GB SSD,"[(0, 10, 'RAM'), (11, 17, 'Category'), (18, 26, 'Model'), (27, 48, 'Dim'), (49, 51, 'Brand'), (52, 69, 'OS'), (70, 103, 'Processor'), (104, 123, 'Disk')]"
Pavilion Laptop 64 bit Windows 10 HP Intel Core i3 Processor (10th Gen) 4 GB DDR4  35.56 cm (14 inch) Touchscreen  256 GB SSD,"[(0, 8, 'Model'), (9, 15, 'Category'), (16, 33, 'OS'), (34, 36, 'Brand'), (37, 71, 'Processor'), (72, 82, 'RAM'), (83, 114, 'Dim'), (115, 125, 'Disk')]"
1 TB HDD 64 bit D Laptop HP 4 GB DDR4  Pavilion 39.62 cm (15.6 inch)  Intel Core i3 Processor (7th Gen),"[(0, 8, 'Disk'), (9, 17, 'OS'), (18, 24, 'Category'), (25, 27, 'Brand'), (28, 38, 'RAM'), (39, 47, 'Model'), (48, 69, 'Dim'), (70, 103, 'Processor')]"
Inspiron Laptop 1 TB HDD|512 GB SSD 39.62 cm (15.6 inch)  Dell 64 bit Windows 10 8 GB DDR4  Intel Core i5 Processor (8th Gen),"[(0, 8, 'Model'), (9, 15, 'Category'), (16, 35, 'Disk'), (36, 57, 'Dim'), (58, 62, 'Brand'), (63, 80, 'OS'), (81, 91, 'RAM'), (92, 125, 'Processor')]"
MacBook Air Apple 33.78 cm (13.3 inch)  Mac Intel Core i5 Processor (8th Gen) 128 GB SSD 8 GB DDR3  Laptop,"[(0, 11, 'Model'), (12, 17, 'Brand'), (18, 39, 'Dim'), (40, 43, 'OS'), (44, 77, 'Processor'), (78, 88, 'Disk'), (89, 99, 'RAM'), (100, 106, 'Category')]"
33.78 cm (13.3 inch)  MacBook Pro 128 GB SSD Intel Core i5 Processor (7th Gen) 64 bit Mac 8 GB DDR3  Laptop Apple,"[(0, 21, 'Dim'), (22, 33, 'Model'), (34, 44, 'Disk'), (45, 78, 'Processor'), (79, 89, 'OS'), (90, 100, 'RAM'), (101, 107, 'Category'), (108, 113, 'Brand')]"
256 GB SSD Laptop Liber Avita Intel Core i5 Processor (8th Gen) 64 bit Windows 10 8 GB DDR4  35.56 cm (14 inch) ,"[(0, 10, 'Disk'), (11, 17, 'Category'), (18, 23, 'Model'), (24, 29, 'Brand'), (30, 63, 'Processor'), (64, 81, 'OS'), (82, 92, 'RAM'), (93, 112, 'Dim')]"
8 GB DDR3  256 GB SSD Laptop 64 bit Windows 10 SurfacePro Intel Core i5 Processor (8th Gen) Microsoft 31.24 cm (12.3 inch) Touchscreen ,"[(0, 10, 'RAM'), (11, 21, 'Disk'), (22, 28, 'Category'), (29, 46, 'OS'), (47, 57, 'Model'), (58, 91, 'Processor'), (92, 101, 'Brand'), (102, 135, 'Dim')]"
43.94 cm (17.3 inch)  Intel Core i7 Processor (7th Gen) 64 bit Windows 10 2 TB HDD|256 GB SSD 16 GB DDR4  Predator Acer Laptop,"[(0, 21, 'Dim'), (22, 55, 'Processor'), (56, 73, 'OS'), (74, 93, 'Disk'), (94, 105, 'RAM'), (106, 114, 'Model'), (115, 119, 'Brand'), (120, 126, 'Category')]"
4 GB DDR4  64 bit Windows 10 39.62 cm (15.6 inch)  Ideapad 1 TB HDD Lenovo Intel Core i3 Processor (7th Gen) Laptop,"[(0, 10, 'RAM'), (11, 28, 'OS'), (29, 50, 'Dim'), (51, 58, 'Model'), (59, 67, 'Disk'), (68, 74, 'Brand'), (75, 108, 'Processor'), (109, 115, 'Category')]"
MSI Laptop 512 GB SSD 8 GB DDR4  35.56 cm (14 inch)  Modern 64 bit Windows 10 Intel Core i7 Processor (10th Gen),"[(0, 3, 'Brand'), (4, 10, 'Category'), (11, 21, 'Disk'), (22, 32, 'RAM'), (33, 52, 'Dim'), (53, 59, 'Model'), (60, 77, 'OS'), (78, 112, 'Processor')]"
8 GB DDR4  Laptop Yoga 64 bit Windows 10 512 GB SSD 35.56 cm (14 inch) Touchscreen  Lenovo Intel Core i5 Processor (8th Gen),"[(0, 10, 'RAM'), (11, 17, 'Category'), (18, 22, 'Model'), (23, 40, 'OS'), (41, 51, 'Disk'), (52, 83, 'Dim'), (84, 90, 'Brand'), (91, 124, 'Processor')]"
64 bit Endl Laptop 1 TB HDD TUF Gaming Asus Intel Core i3 Processor (7th Gen) 4 GB DDR4  39.62 cm (15.6 inch) ,"[(0, 11, 'OS'), (12, 18, 'Category'), (19, 27, 'Disk'), (28, 38, 'Model'), (39, 43, 'Brand'), (44, 77, 'Processor'), (78, 88, 'RAM'), (89, 110, 'Dim')]"
256 GB SSD 8 GB DDR4  Acer Aspire Intel Core i5 Processor (8th Gen) Laptop 64 bit Windows 10 33.78 cm (13.3 inch) ,"[(0, 10, 'Disk'), (11, 21, 'RAM'), (22, 26, 'Brand'), (27, 33, 'Model'), (34, 67, 'Processor'), (68, 74, 'Category'), (75, 92, 'OS'), (93, 114, 'Dim')]"
64 bit Windows 10 EliteBook Intel Core i3 Processor (8th Gen) HP 39.62 cm (15.6 inch)  4 GB DDR4  Laptop 1 TB HDD,"[(0, 17, 'OS'), (18, 27, 'Model'), (28, 61, 'Processor'), (62, 64, 'Brand'), (65, 86, 'Dim'), (87, 97, 'RAM'), (98, 104, 'Category'), (105, 113, 'Disk')]"
Lenovo 64 bit Windows 10 Laptop Ideapad 33.78 cm (13.3 inch)  8 GB DDR4  Intel Core i7 Processor (8th Gen) 512 GB SSD,"[(0, 6, 'Brand'), (7, 24, 'OS'), (25, 31, 'Category'), (32, 39, 'Model'), (40, 61, 'Dim'), (62, 72, 'RAM'), (73, 106, 'Processor'), (107, 117, 'Disk')]"
128 GB SSD MacBook Pro Mac Apple Intel Core i5 Processor (8th Gen) Laptop 33.78 cm (13.3 inch)  8 GB DDR3 ,"[(0, 10, 'Disk'), (11, 22, 'Model'), (23, 26, 'OS'), (27, 32, 'Brand'), (33, 66, 'Processor'), (67, 73, 'Category'), (74, 95, 'Dim'), (96, 106, 'RAM')]"
32 GB DDR4  1 TB SSD 39.62 cm (15.6 inch) Touchscreen  64 bit Windows 10 ZenBook Laptop Asus Intel Core i7 Processor (9th Gen),"[(0, 11, 'RAM'), (12, 20, 'Disk'), (21, 54, 'Dim'), (55, 72, 'OS'), (73, 80, 'Model'), (81, 87, 'Category'), (88, 92, 'Brand'), (93, 126, 'Processor')]"
Gaming 1 TB HDD|128 GB SSD 64 bit Windows 10 8 GB DDR4  Laptop Intel Core i7 Processor (9th Gen) 43.94 cm (17.3 inch)  MSI,"[(0, 6, 'Model'), (7, 26, 'Disk'), (27, 44, 'OS'), (45, 55, 'RAM'), (56, 62, 'Category'), (63, 96, 'Processor'), (97, 118, 'Dim'), (119, 122, 'Brand')]"
Intel Core i5 Processor (8th Gen) ZenBook 64 bit Windows 10 256 GB SSD Asus Laptop 8 GB DDR3  33.78 cm (13.3 inch) ,"[(0, 33, 'Processor'), (34, 41, 'Model'), (42, 59, 'OS'), (60, 70, 'Disk'), (71, 75, 'Brand'), (76, 82, 'Category'), (83, 93, 'RAM'), (94, 115, 'Dim')]"
512 GB SSD Lenovo Laptop Ideapad 8 GB DDR4  Intel Core i5 Processor (8th Gen) 35.56 cm (14 inch)  64 bit Windows 10,"[(0, 10, 'Disk'), (11, 17, 'Brand'), (18, 24, 'Category'), (25, 32, 'Model'), (33, 43, 'RAM'), (44, 77, 'Processor'), (78, 97, 'Dim'), (98, 115, 'OS')]"
1 TB SSD Laptop Intel Core i7 Processor (8th Gen) 64 bit Windows 10 35.56 cm (14 inch)  Asus 16 GB DDR4  ZenBook,"[(0, 8, 'Disk'), (9, 15, 'Category'), (16, 49, 'Processor'), (50, 67, 'OS'), (68, 87, 'Dim'), (88, 92, 'Brand'), (93, 104, 'RAM'), (105, 112, 'Model')]"
